id,calificacion,estudiante_id,evaluacion_id
2587179,13,9267,5014
2587180,13,9281,5012
2587181,13,9281,5013
2587182,12,9281,5014
2587183,13,9117,5012
2587184,13,9117,5013
2587185,11,9117,5014
2587186,16,9013,5012
2587187,16,9013,5013
2587188,14,9013,5014
2587189,20,9220,5012
2587190,20,9220,5013
2587191,20,9220,5014
2587192,18,9055,5012
2587193,19,9055,5013
2587194,17,9055,5014
2587195,17,9115,5012
2587196,17,9115,5013
2587197,17,9115,5014
2587198,18,8998,5012
2587199,16,8998,5013
2587200,16,8998,5014
2587201,15,8969,5012
2587202,15,8969,5013
2587203,15,8969,5014
2587204,13,9027,5012
2587205,14,9027,5013
2587206,11,9027,5014
2587207,17,9308,5012
2587208,16,9308,5013
2587209,15,9308,5014
2587210,17,9270,5012
2587211,16,9270,5013
2587212,15,9270,5014
2587213,20,9138,5012
2587214,19,9138,5013
2587215,18,9138,5014
2587216,19,9304,5012
2587217,19,9304,5013
2587218,19,9304,5014
2587219,20,8971,5012
2587220,19,8971,5013
2587221,19,8971,5014
2587222,19,9134,5012
2587223,19,9134,5013
2587224,18,9134,5014
2587225,17,9011,5012
2587226,16,9011,5013
2587227,16,9011,5014
2587228,17,9039,5012
2587229,17,9039,5013
2587230,16,9039,5014
2587231,14,9075,5012
2587232,13,9075,5013
2587233,14,9075,5014
2587234,19,9072,5012
2587235,20,9072,5013
2587236,18,9072,5014
2587237,15,9184,5012
2587238,14,9184,5013
2587239,12,9184,5014
2587240,17,9016,5012
2587241,17,9016,5013
2587242,17,9016,5014
2587243,20,9041,5012
2587244,19,9041,5013
2587245,18,9041,5014
2587246,18,9208,5012
2587247,17,9208,5013
2587248,16,9208,5014
2587249,17,9275,5012
2587250,16,9275,5013
2587251,15,9275,5014
2587252,17,9239,5012
2587253,17,9239,5013
2587254,15,9239,5014
2587255,20,9173,5012
2587256,19,9173,5013
2587257,19,9173,5014
2587258,19,9289,5012
2587259,20,9289,5013
2587260,18,9289,5014
2587261,18,9172,5012
2587262,17,9172,5013
2587263,17,9172,5014
2587264,17,9110,5012
2587265,18,9110,5013
2587266,16,9110,5014
2587267,15,9236,5012
2587268,16,9236,5013
2587269,15,9236,5014
2587270,13,9337,5012
2587271,12,9337,5013
2587272,12,9337,5014
2587273,13,9165,5012
2587274,14,9165,5013
2587275,13,9165,5014
2587276,19,8951,5012
2587277,17,8951,5013
2587278,16,8951,5014
2587279,18,9191,5012
2587280,18,9191,5013
2587281,18,9191,5014
2587282,15,9282,5012
2587283,15,9282,5013
2587284,16,9282,5014
2587285,18,9028,5012
2587286,16,9028,5013
2587287,18,9028,5014
2587288,18,8987,5012
2587289,19,8987,5013
2587290,19,8987,5014
2587291,15,9168,5012
2587292,15,9168,5013
2587293,14,9168,5014
2587294,19,9298,5012
2587295,17,9298,5013
2587296,16,9298,5014
2587297,18,9017,5012
2587298,18,9017,5013
2587299,17,9017,5014
2587300,14,9062,5012
2587301,13,9062,5013
2587302,12,9062,5014
2587303,20,9128,5012
2587304,18,9128,5013
2587305,18,9128,5014
2587306,19,9169,5012
2587307,18,9169,5013
2587308,19,9169,5014
2587309,18,8957,5012
2587310,17,8957,5013
2587311,16,8957,5014
2587312,14,9059,5012
2587313,14,9059,5013
2587314,14,9059,5014
2587315,15,8978,5012
2587316,14,8978,5013
2587317,14,8978,5014
2587318,17,9064,5012
2587319,16,9064,5013
2587320,16,9064,5014
2587321,18,9196,5012
2587322,17,9196,5013
2587323,16,9196,5014
2587324,19,9053,5012
2587325,18,9053,5013
2587326,19,9053,5014
2587327,17,9145,5012
2587328,17,9145,5013
2587329,17,9145,5014
2587330,18,8997,5012
2587331,17,8997,5013
2587332,16,8997,5014
2587333,20,9161,5012
2587334,18,9161,5013
2587335,17,9161,5014
2587336,16,9237,5012
2587337,16,9237,5013
2587338,15,9237,5014
2587339,17,9153,5012
2587340,17,9153,5013
2587341,15,9153,5014
2587342,16,9026,5012
2587343,16,9026,5013
2587344,16,9026,5014
2587345,20,9192,5012
2587346,19,9192,5013
2587347,20,9192,5014
2587348,20,9132,5012
2587349,20,9132,5013
2587350,19,9132,5014
2587351,18,9162,5012
2587352,17,9162,5013
2587353,17,9162,5014
2587354,19,8960,5012
2587355,17,8960,5013
2587356,18,8960,5014
2587357,19,9177,5012
2587358,19,9177,5013
2587359,17,9177,5014
2587360,18,9157,5012
2587361,17,9157,5013
2587362,17,9157,5014
2587363,18,9186,5012
2587364,17,9186,5013
2587365,16,9186,5014
2587366,18,9086,5012
2587367,16,9086,5013
2587368,16,9086,5014
2587369,19,8982,5012
2587370,17,8982,5013
2587371,17,8982,5014
2587372,20,9158,5012
2587373,18,9158,5013
2587374,18,9158,5014
2587375,13,9049,5012
2587376,13,9049,5013
2587377,13,9049,5014
2587378,17,9178,5012
2587379,17,9178,5013
2587380,16,9178,5014
2587381,18,9332,5012
2587382,17,9332,5013
2587383,16,9332,5014
2587384,12,9030,5012
2587385,12,9030,5013
2587386,12,9030,5014
2587387,19,9051,5012
2587388,18,9051,5013
2587389,18,9051,5014
2587390,17,8977,5012
2587391,17,8977,5013
2587392,17,8977,5014
2587393,17,9012,5012
2587394,19,9012,5013
2587395,17,9012,5014
2587396,19,9314,5012
2587397,18,9314,5013
2587398,18,9314,5014
2587399,17,9024,5012
2587400,18,9024,5013
2587401,16,9024,5014
2587402,19,9093,5012
2587403,18,9093,5013
2587404,18,9093,5014
2587405,15,9315,5012
2587406,15,9315,5013
2587407,15,9315,5014
2587408,17,9142,5012
2587409,15,9142,5013
2587410,15,9142,5014
2587411,18,9217,5012
2587412,19,9217,5013
2587413,17,9217,5014
2587414,18,9126,5012
2587415,17,9126,5013
2587416,17,9126,5014
2587417,19,9070,5012
2587418,18,9070,5013
2587419,18,9070,5014
2587420,20,9313,5012
2587421,19,9313,5013
2587422,19,9313,5014
2587423,18,9180,5012
2587424,17,9180,5013
2587425,16,9180,5014
2587426,18,9005,5012
2587427,18,9005,5013
2587428,17,9005,5014
2587429,15,9244,5012
2587430,14,9244,5013
2587431,14,9244,5014
2587432,18,9091,5012
2587433,17,9091,5013
2587434,17,9091,5014
2587435,18,9327,5012
2587436,18,9327,5013
2587437,17,9327,5014
2587438,18,8986,5012
2587439,18,8986,5013
2587440,17,8986,5014
2587441,18,9316,5012
2587442,16,9316,5013
2587443,17,9316,5014
2587444,15,9116,5012
2587445,13,9116,5013
2587446,13,9116,5014
2587447,17,8979,5012
2587448,17,8979,5013
2587449,16,8979,5014
2587450,18,8994,5012
2587451,19,8994,5013
2587452,17,8994,5014
2587453,17,9247,5012
2587454,16,9247,5013
2587455,15,9247,5014
2587456,20,9206,5012
2587457,19,9206,5013
2587458,18,9206,5014
2587459,19,9118,5012
2587460,18,9118,5013
2587461,18,9118,5014
2587462,19,8980,5012
2587463,19,8980,5013
2587464,18,8980,5014
2587465,20,9326,5012
2587466,19,9326,5013
2587467,18,9326,5014
2587468,17,9312,5012
2587469,17,9312,5013
2587470,15,9312,5014
2587471,18,8956,5012
2587472,17,8956,5013
2587473,16,8956,5014
2587474,18,9269,5012
2587475,16,9269,5013
2587476,16,9269,5014
2587477,16,9261,5012
2587478,17,9261,5013
2587479,17,9261,5014
2587480,17,8967,5012
2587481,16,8967,5013
2587482,16,8967,5014
2587483,19,9023,5012
2587484,17,9023,5013
2587485,16,9023,5014
2587486,11,9097,5012
2587487,12,9097,5013
2587488,11,9097,5014
2587489,18,9098,5012
2587490,17,9098,5013
2587491,16,9098,5014
2587492,16,9204,5015
2587493,14,9204,5016
2587494,13,9204,5017
2587495,17,8970,5015
2587496,16,8970,5016
2587497,15,8970,5017
2587498,15,8981,5015
2587499,16,8981,5016
2587500,16,8981,5017
2587501,17,8973,5015
2587502,15,8973,5016
2587503,16,8973,5017
2587504,12,9116,5015
2587505,10,9116,5016
2587506,11,9116,5017
2587507,15,8977,5015
2587508,15,8977,5016
2587509,14,8977,5017
2587510,18,9160,5015
2587511,17,9160,5016
2587512,18,9160,5017
2587513,13,9170,5015
2587514,15,9170,5016
2587515,16,9170,5017
2587516,12,9216,5015
2587517,11,9216,5016
2587518,13,9216,5017
2587519,16,9316,5015
2587520,15,9316,5016
2587521,13,9316,5017
2587522,16,9241,5015
2587523,16,9241,5016
2587524,14,9241,5017
2587525,17,9056,5015
2587526,18,9056,5016
2587527,17,9056,5017
2587528,14,9073,5015
2587529,12,9073,5016
2587530,13,9073,5017
2587531,20,9230,5015
2587532,17,9230,5016
2587533,18,9230,5017
2587534,18,9015,5015
2587535,15,9015,5016
2587536,16,9015,5017
2587537,18,8945,5015
2587538,16,8945,5016
2587539,16,8945,5017
2587540,17,9310,5015
2587541,16,9310,5016
2587542,14,9310,5017
2587543,17,9224,5015
2587544,17,9224,5016
2587545,15,9224,5017
2587546,14,9010,5015
2587547,14,9010,5016
2587548,14,9010,5017
2587549,16,9280,5015
2587550,14,9280,5016
2587551,14,9280,5017
2587552,10,9030,5015
2587553,10,9030,5016
2587554,9,9030,5017
2587555,15,9284,5015
2587556,16,9284,5016
2587557,14,9284,5017
2587558,13,9147,5015
2587559,12,9147,5016
2587560,12,9147,5017
2587561,14,9153,5015
2587562,13,9153,5016
2587563,15,9153,5017
2587564,18,8962,5015
2587565,16,8962,5016
2587566,15,8962,5017
2587567,18,9262,5015
2587568,17,9262,5016
2587569,15,9262,5017
2587570,11,9027,5015
2587571,14,9027,5016
2587572,11,9027,5017
2587573,18,8992,5015
2587574,15,8992,5016
2587575,15,8992,5017
2587576,11,9097,5015
2587577,10,9097,5016
2587578,8,9097,5017
2587579,16,9217,5015
2587580,18,9217,5016
2587581,17,9217,5017
2587582,19,9171,5015
2587583,16,9171,5016
2587584,18,9171,5017
2587585,19,9134,5015
2587586,18,9134,5016
2587587,16,9134,5017
2587588,15,9333,5015
2587589,14,9333,5016
2587590,14,9333,5017
2587591,14,9011,5015
2587592,17,9011,5016
2587593,14,9011,5017
2587594,15,8993,5015
2587595,14,8993,5016
2587596,13,8993,5017
2587597,17,9327,5015
2587598,17,9327,5016
2587599,16,9327,5017
2587600,14,9292,5015
2587601,14,9292,5016
2587602,14,9292,5017
2587603,13,9168,5015
2587604,14,9168,5016
2587605,12,9168,5017
2587606,17,8943,5015
2587607,16,8943,5016
2587608,13,8943,5017
2587609,16,9305,5015
2587610,15,9305,5016
2587611,15,9305,5017
2587612,14,9063,5015
2587613,15,9063,5016
2587614,13,9063,5017
2587615,20,9093,5015
2587616,16,9093,5016
2587617,16,9093,5017
2587618,19,9166,5015
2587619,18,9166,5016
2587620,15,9166,5017
2587621,15,9018,5015
2587622,16,9018,5016
2587623,14,9018,5017
2587624,16,9214,5015
2587625,14,9214,5016
2587626,14,9214,5017
2587627,17,9288,5015
2587628,16,9288,5016
2587629,15,9288,5017
2587630,17,9151,5015
2587631,15,9151,5016
2587632,15,9151,5017
2587633,14,9250,5015
2587634,14,9250,5016
2587635,14,9250,5017
2587636,15,9231,5015
2587637,14,9231,5016
2587638,15,9231,5017
2587639,17,8944,5015
2587640,19,8944,5016
2587641,16,8944,5017
2587642,17,8952,5015
2587643,16,8952,5016
2587644,15,8952,5017
2587645,13,8969,5015
2587646,13,8969,5016
2587647,11,8969,5017
2587648,16,9131,5015
2587649,16,9131,5016
2587650,15,9131,5017
2587651,16,8976,5015
2587652,15,8976,5016
2587653,14,8976,5017
2587654,16,9256,5015
2587655,16,9256,5016
2587656,16,9256,5017
2587657,14,9080,5015
2587658,14,9080,5016
2587659,14,9080,5017
2587660,18,9321,5015
2587661,17,9321,5016
2587662,18,9321,5017
2587663,15,9195,5015
2587664,14,9195,5016
2587665,14,9195,5017
2587666,15,9155,5015
2587667,15,9155,5016
2587668,16,9155,5017
2587669,13,9084,5015
2587670,14,9084,5016
2587671,11,9084,5017
2587672,15,9235,5015
2587673,14,9235,5016
2587674,12,9235,5017
2587675,16,9052,5015
2587676,15,9052,5016
2587677,16,9052,5017
2587678,18,8964,5015
2587679,16,8964,5016
2587680,15,8964,5017
2587681,17,9128,5015
2587682,17,9128,5016
2587683,16,9128,5017
2587684,12,9104,5015
2587685,12,9104,5016
2587686,11,9104,5017
2587687,11,9315,5015
2587688,13,9315,5016
2587689,11,9315,5017
2587690,17,9169,5015
2587691,15,9169,5016
2587692,16,9169,5017
2587693,16,9199,5015
2587694,16,9199,5016
2587695,14,9199,5017
2587696,18,9324,5015
2587697,17,9324,5016
2587698,16,9324,5017
2587699,16,9023,5015
2587700,15,9023,5016
2587701,15,9023,5017
2587702,15,9044,5015
2587703,15,9044,5016
2587704,13,9044,5017
2587705,17,9154,5015
2587706,15,9154,5016
2587707,15,9154,5017
2587708,17,9039,5015
2587709,16,9039,5016
2587710,15,9039,5017
2587711,15,9086,5015
2587712,16,9086,5016
2587713,16,9086,5017
2587714,17,9148,5015
2587715,15,9148,5016
2587716,16,9148,5017
2587717,17,9287,5015
2587718,17,9287,5016
2587719,16,9287,5017
2587720,13,9312,5015
2587721,14,9312,5016
2587722,13,9312,5017
2587723,16,9162,5015
2587724,16,9162,5016
2587725,13,9162,5017
2587726,17,9338,5015
2587727,18,9338,5016
2587728,16,9338,5017
2587729,15,8947,5015
2587730,14,8947,5016
2587731,13,8947,5017
2587732,17,9277,5015
2587733,17,9277,5016
2587734,16,9277,5017
2587735,14,9014,5015
2587736,13,9014,5016
2587737,13,9014,5017
2587738,14,9065,5015
2587739,13,9065,5016
2587740,13,9065,5017
2587741,15,8967,5015
2587742,16,8967,5016
2587743,13,8967,5017
2587744,16,9212,5015
2587745,15,9212,5016
2587746,14,9212,5017
2587747,17,9046,5015
2587748,16,9046,5016
2587749,14,9046,5017
2587750,15,9163,5015
2587751,16,9163,5016
2587752,14,9163,5017
2587753,16,9248,5015
2587754,17,9248,5016
2587755,15,9248,5017
2587756,18,9263,5015
2587757,15,9263,5016
2587758,16,9263,5017
2587759,17,9276,5015
2587760,15,9276,5016
2587761,15,9276,5017
2587762,10,9140,5015
2587763,11,9140,5016
2587764,8,9140,5017
2587765,17,9211,5015
2587766,17,9211,5016
2587767,15,9211,5017
2587768,16,9223,5015
2587769,15,9223,5016
2587770,16,9223,5017
2587771,16,9156,5015
2587772,15,9156,5016
2587773,13,9156,5017
2587774,17,8957,5015
2587775,16,8957,5016
2587776,16,8957,5017
2587777,15,9005,5015
2587778,16,9005,5016
2587779,16,9005,5017
2587780,16,9198,5015
2587781,17,9198,5016
2587782,18,9198,5017
2587783,15,9149,5015
2587784,15,9149,5016
2587785,13,9149,5017
2587786,12,9165,5015
2587787,11,9165,5016
2587788,10,9165,5017
2587789,18,9309,5015
2587790,16,9309,5016
2587791,13,9309,5017
2587792,15,9193,5015
2587793,15,9193,5016
2587794,15,9193,5017
2587795,17,8941,5015
2587796,15,8941,5016
2587797,13,8941,5017
2587798,13,9174,5015
2587799,14,9174,5016
2587800,15,9174,5017
2587801,12,9062,5015
2587802,11,9062,5016
2587803,11,9062,5017
2587804,14,9295,5015
2587805,14,9295,5016
2587806,14,9295,5017
2587807,17,9082,5015
2587808,18,9082,5016
2587809,16,9082,5017
2587810,15,9233,5015
2587811,16,9233,5016
2587812,15,9233,5017
2587813,12,9283,5015
2587814,12,9283,5016
2587815,11,9283,5017
2587816,16,9219,5015
2587817,17,9219,5016
2587818,17,9219,5017
2587819,13,9300,5015
2587820,14,9300,5016
2587821,11,9300,5017
2587822,16,9191,5015
2587823,15,9191,5016
2587824,15,9191,5017
2587825,20,9002,5015
2587826,16,9002,5016
2587827,16,9002,5017
2587828,16,9040,5015
2587829,15,9040,5016
2587830,17,9040,5017
2587831,19,9132,5015
2587832,17,9132,5016
2587833,16,9132,5017
2587834,16,9115,5015
2587835,16,9115,5016
2587836,14,9115,5017
2587837,17,9187,5015
2587838,18,9187,5016
2587839,16,9187,5017
2587840,13,9238,5015
2587841,13,9238,5016
2587842,12,9238,5017
2587843,16,9072,5015
2587844,15,9072,5016
2587845,15,9072,5017
2587846,12,9102,5015
2587847,12,9102,5016
2587848,11,9102,5017
2587849,16,8994,5015
2587850,16,8994,5016
2587851,16,8994,5017
2587852,17,9164,5015
2587853,17,9164,5016
2587854,15,9164,5017
2587855,16,9218,5015
2587856,17,9218,5016
2587857,14,9218,5017
2587858,13,9257,5015
2587859,13,9257,5016
2587860,12,9257,5017
2587861,18,9041,5015
2587862,17,9041,5016
2587863,16,9041,5017
2587864,15,9006,5015
2587865,15,9006,5016
2587866,15,9006,5017
2587867,13,9031,5015
2587868,13,9031,5016
2587869,12,9031,5017
2587870,12,9122,5015
2587871,10,9122,5016
2587872,11,9122,5017
2587873,18,9085,5015
2587874,14,9085,5016
2587875,15,9085,5017
2587876,18,9314,5015
2587877,18,9314,5016
2587878,16,9314,5017
2587879,16,9001,5015
2587880,15,9001,5016
2587881,15,9001,5017
2587882,16,9303,5015
2587883,16,9303,5016
2587884,14,9303,5017
2587885,16,9144,5015
2587886,17,9144,5016
2587887,15,9144,5017
2587888,12,9103,5015
2587889,11,9103,5016
2587890,12,9103,5017
2587891,18,9254,5015
2587892,16,9254,5016
2587893,15,9254,5017
2587894,16,9060,5015
2587895,15,9060,5016
2587896,13,9060,5017
2587897,16,9118,5015
2587898,15,9118,5016
2587899,13,9118,5017
2587900,16,9229,5015
2587901,16,9229,5016
2587902,13,9229,5017
2587903,17,9294,5015
2587904,17,9294,5016
2587905,17,9294,5017
2587906,11,9337,5015
2587907,11,9337,5016
2587908,9,9337,5017
2587909,17,9172,5015
2587910,16,9172,5016
2587911,15,9172,5017
2587912,14,9111,5015
2587913,13,9111,5016
2587914,14,9111,5017
2587915,16,9299,5015
2587916,15,9299,5016
2587917,15,9299,5017
2587918,16,9088,5015
2587919,15,9088,5016
2587920,16,9088,5017
2587921,18,9032,5015
2587922,19,9032,5016
2587923,16,9032,5017
2587924,15,8956,5015
2587925,16,8956,5016
2587926,14,8956,5017
2587927,18,9320,5015
2587928,18,9320,5016
2587929,19,9320,5017
2587930,16,9026,5015
2587931,15,9026,5016
2587932,16,9026,5017
2587933,18,8971,5015
2587934,17,8971,5016
2587935,16,8971,5017
2587936,13,9078,5015
2587937,14,9078,5016
2587938,12,9078,5017
2587939,14,8983,5015
2587940,15,8983,5016
2587941,15,8983,5017
2587942,18,9232,5015
2587943,17,9232,5016
2587944,16,9232,5017
2587945,19,9313,5015
2587946,18,9313,5016
2587947,18,9313,5017
2587948,19,9253,5015
2587949,18,9253,5016
2587950,15,9253,5017
2587951,16,9176,5015
2587952,16,9176,5016
2587953,15,9176,5017
2587954,14,9221,5015
2587955,16,9221,5016
2587956,15,9221,5017
2587957,16,8972,5015
2587958,15,8972,5016
2587959,15,8972,5017
2587960,17,9336,5015
2587961,15,9336,5016
2587962,15,9336,5017
2587963,18,9215,5015
2587964,17,9215,5016
2587965,18,9215,5017
2587966,15,9167,5015
2587967,13,9167,5016
2587968,12,9167,5017
2587969,15,9298,5015
2587970,17,9298,5016
2587971,15,9298,5017
2587972,15,8996,5015
2587973,15,8996,5016
2587974,15,8996,5017
2587975,16,9098,5015
2587976,17,9098,5016
2587977,15,9098,5017
2587978,15,9286,5015
2587979,15,9286,5016
2587980,14,9286,5017
2587981,14,9112,5015
2587982,13,9112,5016
2587983,13,9112,5017
2587984,18,9260,5015
2587985,18,9260,5016
2587986,15,9260,5017
2587987,17,9145,5015
2587988,16,9145,5016
2587989,15,9145,5017
2587990,9,9123,5015
2587991,11,9123,5016
2587992,10,9123,5017
2587993,15,8979,5015
2587994,14,8979,5016
2587995,11,8979,5017
2587996,16,9045,5015
2587997,15,9045,5016
2587998,14,9045,5017
2587999,15,9240,5015
2588000,14,9240,5016
2588001,12,9240,5017
2588002,14,9019,5015
2588003,15,9019,5016
2588004,11,9019,5017
2588005,15,8984,5015
2588006,16,8984,5016
2588007,14,8984,5017
2588008,18,9274,5015
2588009,15,9274,5016
2588010,16,9274,5017
2588011,18,8965,5015
2588012,15,8965,5016
2588013,16,8965,5017
2588014,16,9100,5015
2588015,14,9100,5016
2588016,15,9100,5017
2588017,15,9237,5015
2588018,15,9237,5016
2588019,14,9237,5017
2588020,12,9259,5015
2588021,12,9259,5016
2588022,12,9259,5017
2588023,17,9058,5015
2588024,16,9058,5016
2588025,15,9058,5017
2588026,15,9069,5015
2588027,14,9069,5016
2588028,13,9069,5017
2588029,14,9245,5015
2588030,14,9245,5016
2588031,13,9245,5017
2588032,15,9323,5015
2588033,16,9323,5016
2588034,14,9323,5017
2588035,12,9089,5015
2588036,14,9089,5016
2588037,12,9089,5017
2588038,13,9225,5015
2588039,13,9225,5016
2588040,13,9225,5017
2588041,16,9319,5015
2588042,15,9319,5016
2588043,14,9319,5017
2588044,15,8991,5015
2588045,15,8991,5016
2588046,12,8991,5017
2588047,17,9053,5015
2588048,17,9053,5016
2588049,17,9053,5017
2588050,18,9227,5015
2588051,18,9227,5016
2588052,16,9227,5017
2588053,16,9249,5015
2588054,15,9249,5016
2588055,15,9249,5017
2588056,13,8978,5015
2588057,13,8978,5016
2588058,13,8978,5017
2588059,16,8951,5015
2588060,15,8951,5016
2588061,14,8951,5017
2588062,12,9234,5015
2588063,9,9234,5016
2588064,9,9234,5017
2588065,15,9268,5015
2588066,12,9268,5016
2588067,14,9268,5017
2588068,14,9071,5015
2588069,11,9071,5016
2588070,11,9071,5017
2588071,18,9130,5015
2588072,16,9130,5016
2588073,17,9130,5017
2588074,15,8982,5015
2588075,15,8982,5016
2588076,15,8982,5017
2588077,15,9119,5015
2588078,16,9119,5016
2588079,15,9119,5017
2588080,17,9272,5015
2588081,15,9272,5016
2588082,16,9272,5017
2588083,16,9074,5015
2588084,16,9074,5016
2588085,16,9074,5017
2588086,12,9194,5015
2588087,13,9194,5016
2588088,9,9194,5017
2588089,17,9064,5015
2588090,14,9064,5016
2588091,15,9064,5017
2588092,15,9124,5015
2588093,14,9124,5016
2588094,14,9124,5017
2588095,16,8950,5015
2588096,16,8950,5016
2588097,15,8950,5017
2588098,11,9067,5015
2588099,11,9067,5016
2588100,9,9067,5017
2588101,14,8955,5015
2588102,12,8955,5016
2588103,11,8955,5017
2588104,13,9207,5015
2588105,11,9207,5016
2588106,13,9207,5017
2588107,15,9137,5015
2588108,13,9137,5016
2588109,13,9137,5017
2588110,17,9127,5015
2588111,16,9127,5016
2588112,16,9127,5017
2588113,14,9282,5015
2588114,13,9282,5016
2588115,12,9282,5017
2588116,12,9181,5015
2588117,12,9181,5016
2588118,11,9181,5017
2588119,15,9332,5015
2588120,16,9332,5016
2588121,15,9332,5017
2588122,17,9325,5015
2588123,16,9325,5016
2588124,16,9325,5017
2588125,18,8953,5015
2588126,16,8953,5016
2588127,16,8953,5017
2588128,15,9186,5015
2588129,17,9186,5016
2588130,13,9186,5017
2588131,19,9108,5015
2588132,17,9108,5016
2588133,16,9108,5017
2588134,16,8960,5015
2588135,16,8960,5016
2588136,15,8960,5017
2588137,12,9117,5015
2588138,11,9117,5016
2588139,13,9117,5017
2588140,19,9173,5015
2588141,19,9173,5016
2588142,17,9173,5017
2588143,17,9022,5015
2588144,17,9022,5016
2588145,15,9022,5017
2588146,14,9291,5015
2588147,16,9291,5016
2588148,14,9291,5017
2588149,15,9125,5015
2588150,15,9125,5016
2588151,12,9125,5017
2588152,15,9178,5015
2588153,15,9178,5016
2588154,13,9178,5017
2588155,16,9208,5015
2588156,16,9208,5016
2588157,13,9208,5017
2588158,17,8963,5015
2588159,13,8963,5016
2588160,16,8963,5017
2588161,14,9033,5015
2588162,17,9033,5016
2588163,14,9033,5017
2588164,16,9024,5015
2588165,16,9024,5016
2588166,15,9024,5017
2588167,14,9270,5015
2588168,15,9270,5016
2588169,13,9270,5017
2588170,16,9340,5015
2588171,15,9340,5016
2588172,13,9340,5017
2588173,15,8989,5015
2588174,16,8989,5016
2588175,15,8989,5017
2588176,13,9059,5015
2588177,12,9059,5016
2588178,12,9059,5017
2588179,17,9261,5015
2588180,17,9261,5016
2588181,16,9261,5017
2588182,18,9306,5015
2588183,17,9306,5016
2588184,16,9306,5017
2588185,10,8995,5015
2588186,9,8995,5016
2588187,10,8995,5017
2588188,15,9047,5015
2588189,14,9047,5016
2588190,14,9047,5017
2588191,17,9183,5015
2588192,15,9183,5016
2588193,16,9183,5017
2588194,14,9273,5015
2588195,13,9273,5016
2588196,10,9273,5017
2588197,19,9179,5015
2588198,20,9179,5016
2588199,18,9179,5017
2588200,16,9136,5015
2588201,16,9136,5016
2588202,16,9136,5017
2588203,19,9289,5015
2588204,18,9289,5016
2588205,16,9289,5017
2588206,14,9143,5015
2588207,13,9143,5016
2588208,13,9143,5017
2588209,17,9138,5015
2588210,16,9138,5016
2588211,15,9138,5017
2588212,18,9177,5015
2588213,16,9177,5016
2588214,15,9177,5017
2588215,14,9302,5015
2588216,13,9302,5016
2588217,13,9302,5017
2588218,19,8999,5015
2588219,16,8999,5016
2588220,18,8999,5017
2588221,13,9290,5015
2588222,14,9290,5016
2588223,12,9290,5017
2588224,16,9146,5015
2588225,15,9146,5016
2588226,14,9146,5017
2588227,18,9055,5015
2588228,16,9055,5016
2588229,16,9055,5017
2588230,16,8998,5015
2588231,15,8998,5016
2588232,15,8998,5017
2588233,17,9070,5015
2588234,15,9070,5016
2588235,14,9070,5017
2588236,12,9076,5015
2588237,10,9076,5016
2588238,13,9076,5017
2588239,17,9096,5015
2588240,18,9096,5016
2588241,16,9096,5017
2588242,12,9150,5015
2588243,13,9150,5016
2588244,11,9150,5017
2588245,17,9304,5015
2588246,16,9304,5016
2588247,16,9304,5017
2588248,14,9189,5015
2588249,14,9189,5016
2588250,13,9189,5017
2588251,14,9188,5015
2588252,14,9188,5016
2588253,12,9188,5017
2588254,14,9120,5015
2588255,13,9120,5016
2588256,14,9120,5017
2588257,14,9008,5015
2588258,13,9008,5016
2588259,14,9008,5017
2588260,15,9107,5015
2588261,14,9107,5016
2588262,14,9107,5017
2588263,20,9192,5015
2588264,17,9192,5016
2588265,17,9192,5017
2588266,17,9017,5015
2588267,14,9017,5016
2588268,15,9017,5017
2588269,14,9206,5015
2588270,16,9206,5016
2588271,16,9206,5017
2588272,15,9252,5015
2588273,15,9252,5016
2588274,13,9252,5017
2588275,16,9279,5015
2588276,17,9279,5016
2588277,16,9279,5017
2588278,17,9203,5015
2588279,16,9203,5016
2588280,15,9203,5017
2588281,17,9092,5015
2588282,17,9092,5016
2588283,15,9092,5017
2588284,15,9278,5015
2588285,15,9278,5016
2588286,13,9278,5017
2588287,15,9158,5015
2588288,16,9158,5016
2588289,14,9158,5017
2588290,19,9185,5015
2588291,17,9185,5016
2588292,16,9185,5017
2588293,18,8980,5015
2588294,16,8980,5016
2588295,17,8980,5017
2588296,17,9020,5015
2588297,17,9020,5016
2588298,16,9020,5017
2588299,13,9247,5015
2588300,14,9247,5016
2588301,14,9247,5017
2588302,16,9061,5015
2588303,16,9061,5016
2588304,14,9061,5017
2588305,17,9007,5015
2588306,16,9007,5016
2588307,15,9007,5017
2588308,20,9331,5015
2588309,19,9331,5016
2588310,15,9331,5017
2588311,12,9293,5015
2588312,10,9293,5016
2588313,11,9293,5017
2588314,18,9322,5015
2588315,16,9322,5016
2588316,17,9322,5017
2588317,18,9175,5015
2588318,16,9175,5016
2588319,16,9175,5017
2588320,15,9025,5015
2588321,16,9025,5016
2588322,17,9025,5017
2588323,15,9016,5015
2588324,14,9016,5016
2588325,13,9016,5017
2588326,10,9035,5015
2588327,10,9035,5016
2588328,9,9035,5017
2588329,16,9275,5015
2588330,15,9275,5016
2588331,14,9275,5017
2588332,15,9113,5015
2588333,15,9113,5016
2588334,13,9113,5017
2588335,12,9271,5015
2588336,13,9271,5016
2588337,12,9271,5017
2588338,16,9012,5015
2588339,15,9012,5016
2588340,15,9012,5017
2588341,18,9028,5015
2588342,17,9028,5016
