id,promedio,curso_id,estudiante_id,periodo_id
860193,17.2,133,9079,190
860194,14.5,133,9150,190
860195,16.85,133,9274,190
860196,18.5,133,9335,190
860197,16.35,133,9010,190
860198,17.25,133,9320,190
860199,16.65,133,8943,190
860200,15.75,133,8992,190
860201,18.35,133,9258,190
860202,16.6,133,9187,190
860203,13.75,133,9063,190
860204,18.2,133,9262,190
860205,16.6,133,9149,190
860206,16.25,133,9050,190
860207,16.3,133,8958,190
860208,15.85,133,9323,190
860209,15.25,133,9087,190
860210,18.45,133,9179,190
860211,15,133,9167,190
860212,15.5,133,8963,190
860213,16.6,133,9125,190
860214,18.9,133,9029,190
860215,16.6,133,9015,190
860216,13.4,133,9084,190
860217,12.95,133,9147,190
860218,15.85,133,8948,190
860219,15.5,133,9295,190
860220,16.85,133,9136,190
860221,16.85,133,9339,190
860222,17.95,133,9171,190
860223,15.15,133,9201,190
860224,16,133,9306,190
860225,16.85,133,9249,190
860226,18.8,133,9203,190
860227,17.85,133,8972,190
860228,17.85,133,9020,190
860229,15,133,9080,190
860230,16.55,133,9311,190
860231,16.85,133,9154,190
860232,16.65,133,9052,190
860233,14.95,133,9101,190
860234,15.35,133,9205,190
860235,16,133,9113,190
860236,18.25,133,9096,190
860237,15.35,133,9021,190
860238,16.95,133,8990,190
860239,13.25,133,8966,190
860240,17.85,133,9200,190
860241,11.45,133,9283,190
860242,15.1,133,9114,190
860243,16.6,133,9245,190
860244,15.95,133,9058,190
860245,15.25,133,9124,190
860246,16.75,133,9276,190
860247,15.5,133,9077,190
860248,12.35,133,9139,190
860249,14,133,9238,190
860250,17,133,9057,190
860251,15.35,133,9043,190
860252,16.6,133,9061,190
860253,16.25,133,9338,190
860254,18.6,133,9037,190
860255,14.85,133,9290,190
860256,12.85,133,9076,190
860257,14.3,133,9189,190
860258,17.25,133,9199,190
860259,18.2,133,9218,190
860260,18.2,133,9074,190
860261,16.6,133,9068,190
860262,16.85,133,8953,190
860263,15.9,133,8989,190
860264,17.25,133,9291,190
860265,12.6,133,9271,190
860266,16.8,133,9277,190
860267,15.75,133,9163,190
860268,16.85,133,9285,190
860269,16.6,133,9224,190
860270,13.9,133,9066,190
860271,15.2,133,9069,190
860272,16.55,133,9160,190
860273,18.35,133,9325,190
860274,14.85,133,9155,190
860275,16.85,133,9214,190
860276,18.35,133,9219,190
860277,10.25,133,8949,190
860278,16.9,133,9305,190
860279,12.85,133,9194,190
860280,15.2,133,9228,190
860281,13.4,133,9225,190
860282,15.25,133,9299,190
860283,17.1,133,9092,190
860284,11.5,133,9234,190
860285,16.25,133,9319,190
860286,16.6,133,9130,190
860287,16.25,133,9054,190
860288,14,133,9111,190
860289,14.25,133,9268,190
860290,15.45,133,9284,190
860291,16.35,133,8981,190
860292,15.2,133,9156,190
860293,16.5,133,9046,190
860294,14.55,133,9031,190
860295,17.5,133,9243,190
860296,16.85,133,9241,190
860297,16.95,133,8964,190
860298,13.2,133,9071,190
860299,14.2,133,9019,190
860300,11.95,133,9035,190
860301,18.3,133,9175,190
860302,17.85,133,9242,190
860303,19.65,133,9121,190
860304,15.95,133,9095,190
860305,17.5,133,9266,190
860306,15.7,133,9006,190
860307,18.05,133,8962,190
860308,12.85,133,9181,190
860309,13,133,9231,190
860310,14.9,133,9174,190
860311,15.75,133,9310,190
860312,15.75,133,9340,190
860313,11.25,133,9226,190
860314,17,133,9330,190
860315,16.85,133,8965,190
860316,13.45,133,9004,190
860317,16.25,133,9137,190
860318,11.9,133,9216,190
860319,18,133,9100,190
860320,16.6,133,9223,190
860321,17.6,133,9183,190
860322,14.2,133,9044,190
860323,15.45,133,9303,190
860324,13.35,133,9038,190
860325,18.05,133,9294,190
860326,17.2,133,9133,190
860327,15.25,133,9008,190
860328,15.85,133,8942,190
860329,11.85,133,8954,190
860330,13.1,133,9067,190
860331,16.25,133,9099,190
860332,16.45,133,8973,190
860333,17.15,133,9022,190
860334,16.2,133,9112,190
860335,16.55,133,9328,190
860336,14.35,133,9143,190
860337,14.25,133,8993,190
860338,16.6,133,9166,190
860339,14,133,9065,190
860340,17.2,133,9333,190
860341,16.6,133,9120,190
860342,16.25,133,8947,190
860343,18.6,133,9215,190
860344,16.4,133,8950,190
860345,16.2,133,9198,190
860346,18,133,9045,190
860347,18,133,9108,190
860348,16.2,133,9083,190
860349,17,133,9336,190
860350,12.85,133,9251,190
860351,10.45,133,9102,190
860352,11.7,133,9267,190
860353,11.6,133,9281,190
860354,11.1,133,9117,190
860355,14.1,133,9013,190
860356,18,133,9220,190
860357,16.6,133,9055,190
860358,15.5,133,9115,190
860359,14.25,133,8998,190
860360,13.5,133,8969,190
860361,12.85,133,9027,190
860362,14.5,133,9308,190
860363,16.2,133,9270,190
860364,17.85,133,9138,190
860365,17.75,133,9304,190
860366,18.55,133,8971,190
860367,17.6,133,9134,190
860368,15.65,133,9011,190
860369,18.25,133,9039,190
860370,13.25,133,9075,190
860371,18.6,133,9072,190
860372,13,133,9184,190
860373,16.4,133,9016,190
860374,17.5,133,9041,190
860375,15.25,133,9208,190
860376,17.45,133,9275,190
860377,18.25,133,9239,190
860378,17.9,133,9173,190
860379,18.6,133,9289,190
860380,15.85,133,9172,190
860381,16.6,133,9110,190
860382,14.25,133,9236,190
860383,10.9,133,9337,190
860384,13.4,133,9165,190
860385,15.5,133,8951,190
860386,17.6,133,9191,190
860387,14.85,133,9282,190
860388,17.25,133,9028,190
860389,17.6,133,8987,190
860390,14.1,133,9168,190
860391,18,133,9298,190
860392,15.85,133,9017,190
860393,12.85,133,9062,190
860394,17.25,133,9128,190
860395,18.85,133,9169,190
860396,17.25,133,8957,190
860397,12.6,133,9059,190
860398,15.45,133,8978,190
860399,15.25,133,9064,190
860400,16.75,133,9196,190
860401,16.95,133,9053,190
860402,16.25,133,9145,190
860403,15.65,133,8997,190
860404,17.15,133,9161,190
860405,14.65,133,9237,190
860406,16.1,133,9153,190
860407,16.1,133,9026,190
860408,18.85,133,9192,190
860409,19.2,133,9132,190
860410,17.25,133,9162,190
860411,18.25,133,8960,190
860412,17.65,133,9177,190
860413,16.65,133,9157,190
860414,18,133,9186,190
860415,15.7,133,9086,190
860416,16.35,133,8982,190
860417,16.1,133,9158,190
860418,10.35,133,9049,190
860419,15.2,133,9178,190
860420,16.85,133,9332,190
860421,11.6,133,9030,190
860422,19.05,133,9051,190
860423,16.45,133,8977,190
860424,16.95,133,9012,190
860425,17.65,133,9314,190
860426,15.85,133,9024,190
860427,18.5,133,9093,190
860428,14.6,133,9315,190
860429,13.7,133,9142,190
860430,16.9,133,9217,190
860431,17.25,133,9126,190
860432,16.25,133,9070,190
860433,18.6,133,9313,190
860434,13.25,133,9180,190
860435,17.4,133,9005,190
860436,13.45,133,9244,190
860437,15.7,133,9091,190
860438,18,133,9327,190
860439,17.5,133,8986,190
860440,15.65,133,9316,190
860441,11.3,133,9116,190
860442,14.25,133,8979,190
860443,18.1,133,8994,190
860444,14.4,133,9247,190
860445,17.6,133,9206,190
860446,15.5,133,9118,190
860447,17.6,133,8980,190
860448,18.45,133,9326,190
860449,13.35,133,9312,190
860450,14.85,133,8956,190
860451,15.85,133,9269,190
860452,17.25,133,9261,190
860453,14.9,133,8967,190
860454,17.2,133,9023,190
860455,10.6,133,9097,190
860456,16.5,133,9098,190
860457,16.05,134,9322,190
860458,18.1,134,9148,190
860459,14.35,134,8991,190
860460,16.35,134,8952,190
860461,14.45,134,9280,190
860462,18.4,134,9034,190
860463,16.5,134,9279,190
860464,12.65,134,9123,190
860465,16.85,134,9309,190
860466,16.7,134,9272,190
860467,16.85,134,9018,190
860468,18.25,134,9246,190
860469,19,134,9287,190
860470,17.6,134,8961,190
860471,12.6,134,9300,190
860472,14.85,134,8968,190
860473,16.1,134,9107,190
860474,14.65,134,9307,190
860475,15.35,134,8983,190
860476,16.6,134,9146,190
860477,17.85,134,9317,190
860478,18.45,134,9127,190
860479,14.35,134,9257,190
860480,15.9,134,9085,190
860481,17.2,134,9230,190
860482,16.55,134,9056,190
860483,15.45,134,9176,190
860484,15.65,134,9240,190
860485,14.9,134,9190,190
860486,15.85,134,9204,190
860487,16.45,134,9002,190
860488,13.8,134,9278,190
860489,15.7,134,9202,190
860490,17.6,134,9032,190
860491,16.5,134,9047,190
860492,16.2,134,9286,190
860493,17.6,134,9082,190
860494,15.35,134,9221,190
860495,10.65,134,8995,190
860496,16.1,134,9265,190
860497,15.6,134,9025,190
860498,17.25,134,9324,190
860499,17.6,134,9227,190
860500,12.85,134,9259,190
860501,17.75,134,9301,190
860502,16.25,134,8945,190
860503,15.45,134,9197,190
860504,18,134,9232,190
860505,12.8,134,9078,190
860506,16.25,134,8946,190
860507,14.55,134,9119,190
860508,15.55,134,9212,190
860509,16.25,134,9248,190
860510,17.45,134,9185,190
860511,17.3,134,9036,190
860512,14.95,134,9000,190
860513,13.6,134,8955,190
860514,15.9,134,9288,190
860515,13.85,134,9014,190
860516,18.1,134,8999,190
860517,18.6,134,8944,190
860518,17.2,134,9213,190
860519,18.6,134,9105,190
860520,12.35,134,9273,190
860521,10.1,134,9140,190
860522,17.25,134,9131,190
860523,13.6,134,8984,190
860524,15.55,134,9042,190
860525,16.2,134,9151,190
860526,15.7,134,8976,190
860527,11.2,134,9104,190
860528,16.2,134,9170,190
860529,11.35,134,9141,190
860530,18.5,134,9164,190
860531,16.05,134,9256,190
860532,14.85,134,9144,190
860533,14.6,134,9079,190
860534,15.45,134,9150,190
860535,15.6,134,9274,190
860536,17.6,134,9335,190
860537,15.5,134,9010,190
860538,19.25,134,9320,190
860539,16.1,134,8943,190
860540,15.15,134,8992,190
860541,17.35,134,9258,190
860542,16.3,134,9187,190
860543,15,134,9063,190
860544,16.95,134,9262,190
860545,15.2,134,9149,190
860546,15.3,134,9050,190
860547,16.25,134,8958,190
860548,15.15,134,9323,190
860549,14.55,134,9087,190
860550,18.25,134,9179,190
860551,13.85,134,9167,190
860552,15,134,8963,190
860553,15.5,134,9125,190
860554,17.5,134,9029,190
860555,15.6,134,9015,190
860556,14.3,134,9084,190
860557,12.5,134,9147,190
860558,15.2,134,8948,190
860559,15.6,134,9295,190
860560,16.6,134,9136,190
860561,16.25,134,9339,190
860562,18.25,134,9171,190
860563,15.2,134,9201,190
860564,16.3,134,9306,190
860565,16,134,9249,190
860566,17.65,134,9203,190
860567,15.85,134,8972,190
860568,17.1,134,9020,190
860569,15.25,134,9080,190
860570,16.8,134,9311,190
860571,16.85,134,9154,190
860572,16.35,134,9052,190
860573,16.15,134,9101,190
860574,15.2,134,9205,190
860575,15.45,134,9113,190
860576,18.25,134,9096,190
860577,14.95,134,9021,190
860578,15.55,134,8990,190
860579,12.85,134,8966,190
860580,16.6,134,9200,190
860581,12,134,9283,190
860582,16,134,9114,190
860583,16,134,9245,190
860584,16.1,134,9058,190
860585,15.8,134,9124,190
860586,16.65,134,9276,190
860587,14.8,134,9077,190
860588,11.8,134,9139,190
860589,12.9,134,9238,190
860590,16,134,9057,190
860591,14.35,134,9043,190
860592,15.4,134,9061,190
860593,18.6,134,9338,190
860594,18.25,134,9037,190
860595,12.25,134,9290,190
860596,12.5,134,9076,190
860597,14.25,134,9189,190
860598,16.1,134,9199,190
860599,18.2,134,9218,190
860600,16.4,134,9074,190
860601,16.85,134,9068,190
860602,16.35,134,8953,190
860603,15.4,134,8989,190
860604,15.15,134,9291,190
860605,13,134,9271,190
860606,15.8,134,9277,190
860607,14.85,134,9163,190
860608,18.35,134,9285,190
860609,15.65,134,9224,190
860610,13.25,134,9066,190
860611,14,134,9069,190
860612,16.6,134,9160,190
860613,15.9,134,9325,190
860614,15.6,134,9155,190
860615,15,134,9214,190
860616,17.45,134,9219,190
860617,11.75,134,8949,190
860618,16.05,134,9305,190
860619,12.6,134,9194,190
860620,18.1,134,9228,190
860621,14.2,134,9225,190
860622,14.95,134,9299,190
860623,16.6,134,9092,190
860624,12.15,134,9234,190
860625,14.95,134,9319,190
860626,15.85,134,9130,190
860627,15.8,134,9054,190
860628,14.45,134,9111,190
860629,12.85,134,9268,190
860630,16.5,134,9284,190
860631,16.45,134,8981,190
860632,15.2,134,9156,190
860633,16.7,134,9046,190
860634,12.6,134,9031,190
860635,17.85,134,9243,190
860636,16.05,134,9241,190
860637,16.5,134,8964,190
860638,13.35,134,9071,190
860639,14.2,134,9019,190
860640,10.9,134,9035,190
860641,18.7,134,9175,190
860642,17,134,9242,190
860643,19.1,134,9121,190
860644,14.6,134,9095,190
860645,15.2,134,9266,190
860646,15,134,9006,190
860647,16.2,134,8962,190
860648,13.6,134,9181,190
860649,13.85,134,9231,190
860650,15.25,134,9174,190
860651,16.35,134,9310,190
860652,14.9,134,9340,190
860653,10.85,134,9226,190
860654,17,134,9330,190
860655,17.05,134,8965,190
860656,13.35,134,9004,190
860657,16.45,134,9137,190
860658,11.25,134,9216,190
860659,16.75,134,9100,190
860660,14.95,134,9223,190
860661,16.75,134,9183,190
860662,14.35,134,9044,190
860663,15.55,134,9303,190
860664,12.85,134,9038,190
860665,17.55,134,9294,190
860666,16.85,134,9133,190
860667,14.95,134,9008,190
860668,15.6,134,8942,190
860669,10.5,134,8954,190
860670,11.15,134,9067,190
860671,15.85,134,9099,190
860672,14.6,134,8973,190
860673,18.2,134,9022,190
860674,14.95,134,9112,190
860675,15.4,134,9328,190
860676,14.3,134,9143,190
860677,14.7,134,8993,190
860678,17.3,134,9166,190
860679,14.2,134,9065,190
860680,16.95,134,9333,190
860681,15.85,134,9120,190
860682,14.85,134,8947,190
860683,18.2,134,9215,190
860684,16.2,134,8950,190
860685,16.85,134,9198,190
860686,15.75,134,9045,190
860687,18.35,134,9108,190
860688,16.25,134,9083,190
860689,16.35,134,9336,190
860690,13.95,134,9251,190
860691,10.4,134,9102,190
860692,12.35,134,9267,190
860693,11.25,134,9281,190
860694,12.2,134,9117,190
860695,14.6,134,9013,190
860696,17.6,134,9220,190
860697,17.5,134,9055,190
860698,17.65,134,9115,190
860699,15.25,134,8998,190
860700,13.75,134,8969,190
860701,11.85,134,9027,190
860702,15.25,134,9308,190
860703,15.25,134,9270,190
860704,16.45,134,9138,190
860705,17.1,134,9304,190
860706,16,134,8971,190
860707,18.45,134,9134,190
860708,14.6,134,9011,190
860709,15.2,134,9039,190
860710,13.65,134,9075,190
860711,16.9,134,9072,190
860712,12.6,134,9184,190
860713,15.5,134,9016,190
860714,19.2,134,9041,190
860715,14.25,134,9208,190
860716,15.6,134,9275,190
860717,15.4,134,9239,190
860718,17.8,134,9173,190
860719,17.55,134,9289,190
860720,15.85,134,9172,190
860721,14.95,134,9110,190
860722,13.2,134,9236,190
860723,11.1,134,9337,190
860724,11.25,134,9165,190
860725,14.85,134,8951,190
860726,17.25,134,9191,190
860727,12.75,134,9282,190
860728,16.35,134,9028,190
860729,16,134,8987,190
860730,13.35,134,9168,190
860731,14.95,134,9298,190
860732,14.2,134,9017,190
860733,13.25,134,9062,190
860734,17.25,134,9128,190
860735,17.15,134,9169,190
860736,17.6,134,8957,190
860737,11.7,134,9059,190
860738,13.85,134,8978,190
860739,15.75,134,9064,190
860740,17.4,134,9196,190
860741,17.35,134,9053,190
860742,16.6,134,9145,190
860743,16.85,134,8997,190
860744,16.9,134,9161,190
860745,15.35,134,9237,190
860746,16.25,134,9153,190
860747,15.8,134,9026,190
860748,17.4,134,9192,190
860749,18.85,134,9132,190
860750,17.4,134,9162,190
860751,17.25,134,8960,190
860752,16.85,134,9177,190
860753,15.4,134,9157,190
860754,17.25,134,9186,190
860755,17.65,134,9086,190
860756,15.45,134,8982,190
860757,15.85,134,9158,190
860758,11.2,134,9049,190
860759,16,134,9178,190
860760,16.55,134,9332,190
860761,10.6,134,9030,190
860762,18.85,134,9051,190
860763,16.1,134,8977,190
860764,16,134,9012,190
860765,16.6,134,9314,190
860766,15.7,134,9024,190
860767,18.1,134,9093,190
860768,13.65,134,9315,190
860769,14,134,9142,190
860770,15.9,134,9217,190
860771,16.5,134,9126,190
860772,17,134,9070,190
860773,16.8,134,9313,190
860774,14.6,134,9180,190
860775,16.9,134,9005,190
860776,11.5,134,9244,190
860777,14.75,134,9091,190
860778,17.65,134,9327,190
860779,18,134,8986,190
860780,14.45,134,9316,190
860781,9.95,134,9116,190
860782,14.75,134,8979,190
860783,16.25,134,8994,190
860784,16.6,134,9247,190
860785,17.85,134,9206,190
860786,17.2,134,9118,190
860787,16.65,134,8980,190
860788,17.4,134,9326,190
860789,14.95,134,9312,190
860790,14.85,134,8956,190
860791,15,134,9269,190
860792,15.45,134,9261,190
860793,15.6,134,8967,190
860794,17.25,134,9023,190
860795,11.25,134,9097,190
860796,17.25,134,9098,190
860797,17.75,135,9322,190
860798,17.25,135,9148,190
860799,13.6,135,8991,190
860800,17.6,135,8952,190
860801,16.75,135,9280,190
860802,18.45,135,9034,190
860803,15.6,135,9279,190
860804,12.55,135,9123,190
860805,15.85,135,9309,190
860806,16.6,135,9272,190
860807,16.65,135,9018,190
860808,18,135,9246,190
860809,17.85,135,9287,190
860810,16.1,135,8961,190
860811,14.85,135,9300,190
860812,16,135,8968,190
860813,15.6,135,9107,190
860814,14.65,135,9307,190
860815,15.65,135,8983,190
860816,16.95,135,9146,190
860817,18,135,9317,190
860818,18.6,135,9127,190
860819,14.55,135,9257,190
860820,16.35,135,9085,190
860821,17.85,135,9230,190
860822,17.6,135,9056,190
860823,16.6,135,9176,190
860824,16.6,135,9240,190
860825,16.35,135,9190,190
860826,15.45,135,9204,190
860827,17.35,135,9002,190
860828,14.6,135,9278,190
860829,16.85,135,9202,190
860830,18.55,135,9032,190
860831,17.2,135,9047,190
860832,15.85,135,9286,190
860833,18.6,135,9082,190
860834,14.95,135,9221,190
860835,11.6,135,8995,190
860836,17.4,135,9265,190
860837,16.25,135,9025,190
860838,17.85,135,9324,190
860839,17.25,135,9227,190
860840,13.5,135,9259,190
860841,18.45,135,9301,190
860842,17.9,135,8945,190
860843,16.85,135,9197,190
860844,18.85,135,9232,190
860845,14.65,135,9078,190
860846,16.95,135,8946,190
860847,16.2,135,9119,190
860848,15.25,135,9212,190
860849,18.65,135,9248,190
860850,18.25,135,9185,190
860851,17.9,135,9036,190
860852,14.1,135,9000,190
860853,14.65,135,8955,190
860854,16.9,135,9288,190
860855,15.25,135,9014,190
860856,17.7,135,8999,190
860857,18,135,8944,190
860858,18.2,135,9213,190
860859,18.6,135,9105,190
860860,12,135,9273,190
860861,12.6,135,9140,190
860862,17.2,135,9131,190
860863,14.85,135,8984,190
860864,15.05,135,9042,190
860865,17.6,135,9151,190
860866,16.65,135,8976,190
860867,11.85,135,9104,190
860868,16.3,135,9170,190
860869,13,135,9141,190
860870,18.15,135,9164,190
860871,16.25,135,9256,190
860872,16.85,135,9144,190
860873,16.6,135,9079,190
860874,15.95,135,9150,190
860875,18.4,135,9274,190
860876,18.95,135,9335,190
860877,16.6,135,9010,190
860878,18.9,135,9320,190
860879,17,135,8943,190
860880,17.1,135,8992,190
860881,19.6,135,9258,190
860882,17.65,135,9187,190
860883,13.45,135,9063,190
860884,18.1,135,9262,190
860885,16.85,135,9149,190
860886,16.85,135,9050,190
860887,16.85,135,8958,190
860888,16.9,135,9323,190
860889,14.35,135,9087,190
860890,17.8,135,9179,190
860891,14.6,135,9167,190
860892,16.6,135,8963,190
860893,16.5,135,9125,190
860894,17.85,135,9029,190
860895,17.6,135,9015,190
860896,14.6,135,9084,190
860897,13.75,135,9147,190
860898,16.65,135,8948,190
860899,15.6,135,9295,190
860900,15.5,135,9136,190
860901,18.25,135,9339,190
860902,19.25,135,9171,190
860903,17.2,135,9201,190
860904,17.85,135,9306,190
860905,17.2,135,9249,190
860906,18.65,135,9203,190
860907,17.35,135,8972,190
860908,17.45,135,9020,190
860909,15.85,135,9080,190
860910,17.25,135,9311,190
860911,17.1,135,9154,190
860912,16.2,135,9052,190
860913,16.9,135,9101,190
860914,14.6,135,9205,190
860915,15.9,135,9113,190
860916,16.5,135,9096,190
860917,15.75,135,9021,190
860918,16.1,135,8990,190
860919,13.85,135,8966,190
860920,17.9,135,9200,190
860921,12.45,135,9283,190
860922,16.85,135,9114,190
860923,16.95,135,9245,190
860924,17.6,135,9058,190
860925,17.25,135,9124,190
860926,17,135,9276,190
860927,16.85,135,9077,190
860928,12.2,135,9139,190
860929,13.95,135,9238,190
860930,15.6,135,9057,190
860931,16.65,135,9043,190
860932,17,135,9061,190
860933,17.15,135,9338,190
860934,18.6,135,9037,190
860935,15.25,135,9290,190
860936,13.25,135,9076,190
860937,15.3,135,9189,190
860938,17.25,135,9199,190
860939,18.35,135,9218,190
860940,18,135,9074,190
860941,17.25,135,9068,190
860942,17.2,135,8953,190
860943,15.45,135,8989,190
860944,16.6,135,9291,190
860945,12.85,135,9271,190
860946,16.6,135,9277,190
860947,15.85,135,9163,190
860948,18.35,135,9285,190
860949,17,135,9224,190
860950,15,135,9066,190
860951,15.25,135,9069,190
860952,16.25,135,9160,190
860953,18.6,135,9325,190
860954,16.85,135,9155,190
860955,17,135,9214,190
860956,18.85,135,9219,190
860957,12.2,135,8949,190
860958,16.6,135,9305,190
860959,13.5,135,9194,190
860960,16.35,135,9228,190
860961,15.5,135,9225,190
860962,16.85,135,9299,190
860963,17.6,135,9092,190
860964,12.2,135,9234,190
860965,16.85,135,9319,190
860966,18.25,135,9130,190
860967,16.2,135,9054,190
860968,15.4,135,9111,190
860969,14.6,135,9268,190
860970,15.9,135,9284,190
860971,16.75,135,8981,190
860972,15.85,135,9156,190
860973,17.35,135,9046,190
860974,14.25,135,9031,190
860975,18.85,135,9243,190
860976,15.6,135,9241,190
860977,17.8,135,8964,190
860978,14.35,135,9071,190
860979,13.25,135,9019,190
860980,12.25,135,9035,190
860981,18.35,135,9175,190
860982,17.95,135,9242,190
860983,18.6,135,9121,190
860984,15.6,135,9095,190
860985,16.5,135,9266,190
860986,15.6,135,9006,190
860987,18.25,135,8962,190
860988,11.5,135,9181,190
860989,14.2,135,9231,190
860990,16.95,135,9174,190
860991,17.45,135,9310,190
860992,14.7,135,9340,190
860993,11.25,135,9226,190
860994,18,135,9330,190
860995,18,135,8965,190
860996,13.6,135,9004,190
860997,14.85,135,9137,190
860998,12.25,135,9216,190
860999,16.6,135,9100,190
861000,15.9,135,9223,190
861001,17.85,135,9183,190
861002,15.6,135,9044,190
861003,16.95,135,9303,190
861004,13.25,135,9038,190
861005,17.85,135,9294,190
861006,18.25,135,9133,190
861007,15.4,135,9008,190
861008,16.45,135,8942,190
861009,11,135,8954,190
861010,11.85,135,9067,190
861011,17.45,135,9099,190
861012,16.2,135,8973,190
861013,19.65,135,9022,190
861014,14.6,135,9112,190
861015,16.55,135,9328,190
861016,15,135,9143,190
861017,16,135,8993,190
861018,19.4,135,9166,190
861019,15,135,9065,190
861020,17.85,135,9333,190
861021,16.5,135,9120,190
861022,16.6,135,8947,190
861023,17.85,135,9215,190
861024,17.6,135,8950,190
861025,17.9,135,9198,190
861026,17.95,135,9045,190
861027,17.5,135,9108,190
861028,17.25,135,9083,190
861029,16.5,135,9336,190
861030,13.2,135,9251,190
861031,12.1,135,9102,190
861032,12.2,135,9267,190
861033,11.85,135,9281,190
861034,12,135,9117,190
861035,14.25,135,9013,190
861036,19.25,135,9220,190
861037,17,135,9055,190
861038,16.95,135,9115,190
861039,16,135,8998,190
861040,13.1,135,8969,190
861041,13.25,135,9027,190
861042,14.85,135,9308,190
861043,16.6,135,9270,190
861044,17.6,135,9138,190
861045,17.5,135,9304,190
861046,19.25,135,8971,190
861047,18.35,135,9134,190
861048,15.95,135,9011,190
861049,17.35,135,9039,190
861050,13.85,135,9075,190
861051,17.85,135,9072,190
861052,12.45,135,9184,190
861053,16,135,9016,190
861054,18.8,135,9041,190
861055,16.5,135,9208,190
861056,16.85,135,9275,190
861057,16.85,135,9239,190
861058,17.6,135,9173,190
861059,19.25,135,9289,190
861060,17,135,9172,190
861061,16.25,135,9110,190
861062,15.5,135,9236,190
861063,10.95,135,9337,190
861064,12.85,135,9165,190
861065,15.1,135,8951,190
861066,18,135,9191,190
861067,14.2,135,9282,190
861068,17.6,135,9028,190
861069,15.85,135,8987,190
861070,15.2,135,9168,190
861071,17.4,135,9298,190
861072,15.65,135,9017,190
861073,13.6,135,9062,190
861074,17.85,135,9128,190
861075,17.25,135,9169,190
861076,16.1,135,8957,190
861077,12.8,135,9059,190
861078,14.25,135,8978,190
861079,17.25,135,9064,190
861080,16.45,135,9196,190
861081,19.6,135,9053,190
861082,16.6,135,9145,190
861083,15.85,135,8997,190
861084,17.85,135,9161,190
861085,14.6,135,9237,190
861086,16.6,135,9153,190
861087,16.25,135,9026,190
861088,18,135,9192,190
861089,18,135,9132,190
861090,17.5,135,9162,190
861091,18.25,135,8960,190
861092,17.75,135,9177,190
861093,16.6,135,9157,190
861094,17.45,135,9186,190
861095,17.7,135,9086,190
861096,15.25,135,8982,190
861097,16.35,135,9158,190
861098,13.1,135,9049,190
861099,15.5,135,9178,190
861100,17.85,135,9332,190
861101,11.6,135,9030,190
861102,19.5,135,9051,190
861103,17.25,135,8977,190
861104,17.25,135,9012,190
861105,18.2,135,9314,190
861106,17.25,135,9024,190
861107,17.8,135,9093,190
861108,12.9,135,9315,190
861109,13.6,135,9142,190
861110,16.85,135,9217,190
861111,16.6,135,9126,190
861112,16.55,135,9070,190
861113,17.85,135,9313,190
861114,14.85,135,9180,190
861115,17.25,135,9005,190
861116,14.6,135,9244,190
861117,15.2,135,9091,190
861118,16.6,135,9327,190
861119,17.25,135,8986,190
861120,16.15,135,9316,190
861121,11.25,135,9116,190
861122,14.05,135,8979,190
861123,18.2,135,8994,190
861124,13.85,135,9247,190
861125,17.2,135,9206,190
861126,17.5,135,9118,190
861127,17.25,135,8980,190
861128,18.85,135,9326,190
861129,15.85,135,9312,190
861130,16.9,135,8956,190
861131,16.65,135,9269,190
861132,15.6,135,9261,190
861133,15.65,135,8967,190
861134,15.6,135,9023,190
861135,11,135,9097,190
861136,15.85,135,9098,190
861137,15.35,136,9322,190
861138,16.65,136,9148,190
861139,13.5,136,8991,190
861140,16.85,136,8952,190
861141,15,136,9280,190
861142,17.6,136,9034,190
861143,14.85,136,9279,190
861144,12.2,136,9123,190
861145,15.1,136,9309,190
861146,14.6,136,9272,190
861147,14.85,136,9018,190
861148,17.35,136,9246,190
861149,17,136,9287,190
861150,16.35,136,8961,190
861151,14.05,136,9300,190
861152,13.6,136,8968,190
861153,15,136,9107,190
861154,14.2,136,9307,190
861155,15.9,136,8983,190
861156,15.25,136,9146,190
861157,16.75,136,9317,190
861158,18.75,136,9127,190
861159,13,136,9257,190
861160,15.6,136,9085,190
861161,18.45,136,9230,190
861162,16,136,9056,190
861163,15.45,136,9176,190
861164,14.85,136,9240,190
861165,15.8,136,9190,190
861166,16.1,136,9204,190
861167,15.95,136,9002,190
861168,13.85,136,9278,190
861169,14.85,136,9202,190
861170,17.45,136,9032,190
861171,14.45,136,9047,190
861172,15.35,136,9286,190
861173,18,136,9082,190
861174,14.2,136,9221,190
861175,9.6,136,8995,190
861176,15.25,136,9265,190
861177,14.25,136,9025,190
861178,17.95,136,9324,190
861179,16.65,136,9227,190
861180,13.85,136,9259,190
861181,17.85,136,9301,190
861182,17.9,136,8945,190
861183,15.7,136,9197,190
861184,16.1,136,9232,190
861185,11.95,136,9078,190
861186,15.9,136,8946,190
861187,15.2,136,9119,190
861188,14,136,9212,190
861189,17.5,136,9248,190
861190,16.3,136,9185,190
861191,15,136,9036,190
861192,13.45,136,9000,190
861193,11.8,136,8955,190
861194,16.15,136,9288,190
861195,14.5,136,9014,190
861196,16.95,136,8999,190
861197,16.25,136,8944,190
861198,16.75,136,9213,190
861199,18.15,136,9105,190
861200,10.95,136,9273,190
861201,10.8,136,9140,190
