id,motivo,documento,estado,asistencia_id
6921,Cita médica odontológica programada con anterioridad.,certificado_73787181_20260311.pdf,Aprobado,490732
6922,Viaje urgente programado fuera de la ciudad.,certificado_63419443_20260311.pdf,Pendiente,490746
6923,Problemas familiares de fuerza mayor.,certificado_62615189_20260312.pdf,Aprobado,490853
6924,Viaje urgente programado fuera de la ciudad.,certificado_76977124_20260312.pdf,Pendiente,491028
6925,Cita médica odontológica programada con anterioridad.,certificado_78044037_20260312.pdf,Rechazado,491065
6926,Cita médica odontológica programada con anterioridad.,certificado_79413063_20260313.pdf,Rechazado,491433
6927,Cita médica odontológica programada con anterioridad.,certificado_62842044_20260316.pdf,Pendiente,491703
6928,Cita médica odontológica programada con anterioridad.,certificado_73210947_20260316.pdf,Aprobado,491709
6929,Problemas familiares de fuerza mayor.,certificado_64753830_20260317.pdf,Pendiente,491869
6930,Problemas familiares de fuerza mayor.,certificado_61899341_20260317.pdf,Aprobado,491897
6931,Problemas familiares de fuerza mayor.,certificado_61266858_20260317.pdf,Rechazado,491951
6932,Cita médica odontológica programada con anterioridad.,certificado_68836535_20260317.pdf,Rechazado,491971
6933,Suspensión de transporte público de su zona.,certificado_78802227_20260317.pdf,Aprobado,491979
6934,Problemas de salud del alumno (fiebre y malestar general).,certificado_66380962_20260317.pdf,Aprobado,492174
6935,Problemas familiares de fuerza mayor.,certificado_73002035_20260317.pdf,Aprobado,492198
6936,Problemas de salud del alumno (fiebre y malestar general).,certificado_76411365_20260318.pdf,Aprobado,492237
6937,Problemas familiares de fuerza mayor.,certificado_68970544_20260318.pdf,Rechazado,492332
6938,Problemas de salud del alumno (fiebre y malestar general).,certificado_68455673_20260318.pdf,Pendiente,492383
6939,Cita médica odontológica programada con anterioridad.,certificado_66391775_20260318.pdf,Rechazado,492385
6940,Problemas familiares de fuerza mayor.,certificado_71499866_20260318.pdf,Rechazado,492434
6941,Cita médica odontológica programada con anterioridad.,certificado_63627386_20260318.pdf,Pendiente,492559
6942,Cita médica odontológica programada con anterioridad.,certificado_63419443_20260318.pdf,Aprobado,492571
6943,Cita médica odontológica programada con anterioridad.,certificado_74011595_20260319.pdf,Rechazado,492660
6944,Viaje urgente programado fuera de la ciudad.,certificado_67360628_20260319.pdf,Pendiente,492675
6945,Cita médica odontológica programada con anterioridad.,certificado_64354501_20260319.pdf,Rechazado,492749
6946,Viaje urgente programado fuera de la ciudad.,certificado_72498756_20260319.pdf,Pendiente,492872
6947,Problemas de salud del alumno (fiebre y malestar general).,certificado_79787935_20260319.pdf,Pendiente,492926
6948,Viaje urgente programado fuera de la ciudad.,certificado_68225093_20260320.pdf,Pendiente,492996
6949,Viaje urgente programado fuera de la ciudad.,certificado_75827101_20260320.pdf,Rechazado,493108
6950,Problemas de salud del alumno (fiebre y malestar general).,certificado_73225503_20260320.pdf,Pendiente,493170
6951,Suspensión de transporte público de su zona.,certificado_73959573_20260320.pdf,Pendiente,493253
6952,Suspensión de transporte público de su zona.,certificado_63627386_20260320.pdf,Aprobado,493289
6953,Suspensión de transporte público de su zona.,certificado_62943446_20260323.pdf,Pendiente,493326
6954,Suspensión de transporte público de su zona.,certificado_65495758_20260323.pdf,Aprobado,493467
6955,Problemas familiares de fuerza mayor.,certificado_63616018_20260323.pdf,Pendiente,493533
6956,Problemas de salud del alumno (fiebre y malestar general).,certificado_78524707_20260324.pdf,Rechazado,493790
6957,Cita médica odontológica programada con anterioridad.,certificado_62826917_20260324.pdf,Pendiente,493885
6958,Suspensión de transporte público de su zona.,certificado_63231757_20260324.pdf,Pendiente,493891
6959,Suspensión de transporte público de su zona.,certificado_68120882_20260324.pdf,Rechazado,493969
6960,Problemas de salud del alumno (fiebre y malestar general).,certificado_76838854_20260324.pdf,Pendiente,493977
6961,Problemas de salud del alumno (fiebre y malestar general).,certificado_79787935_20260324.pdf,Rechazado,494021
6962,Problemas de salud del alumno (fiebre y malestar general).,certificado_76183036_20260324.pdf,Pendiente,494034
6963,Problemas de salud del alumno (fiebre y malestar general).,certificado_60828986_20260324.pdf,Pendiente,494049
6964,Suspensión de transporte público de su zona.,certificado_64972758_20260325.pdf,Rechazado,494114
6965,Cita médica odontológica programada con anterioridad.,certificado_66391775_20260325.pdf,Pendiente,494210
6966,Viaje urgente programado fuera de la ciudad.,certificado_61696487_20260325.pdf,Aprobado,494333
6967,Viaje urgente programado fuera de la ciudad.,certificado_79021542_20260326.pdf,Pendiente,494433
6968,Viaje urgente programado fuera de la ciudad.,certificado_66063152_20260326.pdf,Rechazado,494450
6969,Suspensión de transporte público de su zona.,certificado_61165294_20260326.pdf,Pendiente,494532
6970,Suspensión de transporte público de su zona.,certificado_65690258_20260326.pdf,Pendiente,494556
6971,Problemas familiares de fuerza mayor.,certificado_78004127_20260326.pdf,Aprobado,494640
6972,Problemas familiares de fuerza mayor.,certificado_62150183_20260326.pdf,Pendiente,494651
6973,Cita médica odontológica programada con anterioridad.,certificado_60435041_20260326.pdf,Rechazado,494669
6974,Problemas de salud del alumno (fiebre y malestar general).,certificado_75992116_20260326.pdf,Rechazado,494672
6975,Suspensión de transporte público de su zona.,certificado_75810523_20260327.pdf,Rechazado,494841
6976,Viaje urgente programado fuera de la ciudad.,certificado_71512406_20260327.pdf,Rechazado,494859
6977,Viaje urgente programado fuera de la ciudad.,certificado_67748133_20260327.pdf,Pendiente,494919
6978,Suspensión de transporte público de su zona.,certificado_77135451_20260327.pdf,Aprobado,494947
6979,Problemas de salud del alumno (fiebre y malestar general).,certificado_72230370_20260327.pdf,Rechazado,495025
6980,Cita médica odontológica programada con anterioridad.,certificado_79223285_20260327.pdf,Rechazado,495030
6981,Suspensión de transporte público de su zona.,certificado_74572837_20260327.pdf,Pendiente,495103
6982,Viaje urgente programado fuera de la ciudad.,certificado_73039212_20260330.pdf,Aprobado,495149
6983,Problemas familiares de fuerza mayor.,certificado_71131145_20260330.pdf,Pendiente,495173
6984,Viaje urgente programado fuera de la ciudad.,certificado_68225093_20260330.pdf,Aprobado,495186
6985,Problemas de salud del alumno (fiebre y malestar general).,certificado_74559591_20260330.pdf,Aprobado,495508
6986,Problemas de salud del alumno (fiebre y malestar general).,certificado_68823126_20260331.pdf,Aprobado,495588
6987,Problemas familiares de fuerza mayor.,certificado_68455673_20260331.pdf,Rechazado,495668
6988,Suspensión de transporte público de su zona.,certificado_60503794_20260331.pdf,Rechazado,495850
6989,Problemas familiares de fuerza mayor.,certificado_68225093_20260401.pdf,Rechazado,495916
6990,Problemas familiares de fuerza mayor.,certificado_62812451_20260401.pdf,Pendiente,495949
6991,Problemas de salud del alumno (fiebre y malestar general).,certificado_68455673_20260401.pdf,Pendiente,496033
6992,Cita médica odontológica programada con anterioridad.,certificado_64241673_20260401.pdf,Aprobado,496063
6993,Suspensión de transporte público de su zona.,certificado_76689062_20260401.pdf,Aprobado,496110
6994,Suspensión de transporte público de su zona.,certificado_70370100_20260401.pdf,Aprobado,496177
6995,Problemas de salud del alumno (fiebre y malestar general).,certificado_61899341_20260402.pdf,Rechazado,496277
6996,Problemas familiares de fuerza mayor.,certificado_64384065_20260402.pdf,Rechazado,496368
6997,Suspensión de transporte público de su zona.,certificado_70729012_20260402.pdf,Rechazado,496380
6998,Cita médica odontológica programada con anterioridad.,certificado_62826917_20260402.pdf,Rechazado,496440
6999,Cita médica odontológica programada con anterioridad.,certificado_65265608_20260402.pdf,Pendiente,496605
7000,Cita médica odontológica programada con anterioridad.,certificado_78911435_20260403.pdf,Rechazado,496643
7001,Problemas de salud del alumno (fiebre y malestar general).,certificado_64974651_20260403.pdf,Rechazado,496735
7002,Suspensión de transporte público de su zona.,certificado_68455673_20260403.pdf,Rechazado,496763
7003,Problemas de salud del alumno (fiebre y malestar general).,certificado_67399742_20260403.pdf,Pendiente,496781
7004,Cita médica odontológica programada con anterioridad.,certificado_71499866_20260403.pdf,Aprobado,496814
7005,Viaje urgente programado fuera de la ciudad.,certificado_66170196_20260403.pdf,Rechazado,496942
7006,Viaje urgente programado fuera de la ciudad.,certificado_72652714_20260406.pdf,Pendiente,496996
7007,Problemas familiares de fuerza mayor.,certificado_60735287_20260406.pdf,Aprobado,496997
7008,Viaje urgente programado fuera de la ciudad.,certificado_63152784_20260406.pdf,Rechazado,497131
7009,Suspensión de transporte público de su zona.,certificado_77169982_20260406.pdf,Aprobado,497245
7010,Cita médica odontológica programada con anterioridad.,certificado_69723504_20260407.pdf,Pendiente,497345
7011,Suspensión de transporte público de su zona.,certificado_66173771_20260407.pdf,Rechazado,497390
7012,Cita médica odontológica programada con anterioridad.,certificado_70665578_20260407.pdf,Rechazado,497398
7013,Problemas de salud del alumno (fiebre y malestar general).,certificado_77609966_20260407.pdf,Pendiente,497455
7014,Viaje urgente programado fuera de la ciudad.,certificado_61630307_20260407.pdf,Rechazado,497515
7015,Suspensión de transporte público de su zona.,certificado_72076827_20260407.pdf,Pendiente,497564
7016,Suspensión de transporte público de su zona.,certificado_76838854_20260407.pdf,Pendiente,497627
7017,Problemas de salud del alumno (fiebre y malestar general).,certificado_64974651_20260408.pdf,Pendiente,497830
7018,Viaje urgente programado fuera de la ciudad.,certificado_60138372_20260408.pdf,Rechazado,497928
7019,Problemas de salud del alumno (fiebre y malestar general).,certificado_72094204_20260408.pdf,Aprobado,497932
7020,Problemas familiares de fuerza mayor.,certificado_70665578_20260409.pdf,Aprobado,498128
7021,Problemas familiares de fuerza mayor.,certificado_64006430_20260409.pdf,Rechazado,498219
7022,Cita médica odontológica programada con anterioridad.,certificado_76284037_20260409.pdf,Rechazado,498238
7023,Problemas de salud del alumno (fiebre y malestar general).,certificado_70599902_20260409.pdf,Pendiente,498256
7024,Viaje urgente programado fuera de la ciudad.,certificado_60138372_20260409.pdf,Aprobado,498293
7025,Cita médica odontológica programada con anterioridad.,certificado_76689062_20260409.pdf,Rechazado,498300
7026,Problemas familiares de fuerza mayor.,certificado_66735272_20260409.pdf,Pendiente,498303
7027,Cita médica odontológica programada con anterioridad.,certificado_63419443_20260409.pdf,Pendiente,498411
7028,Problemas familiares de fuerza mayor.,certificado_74893193_20260410.pdf,Pendiente,498435
7029,Cita médica odontológica programada con anterioridad.,certificado_76066353_20260410.pdf,Aprobado,498475
7030,Cita médica odontológica programada con anterioridad.,certificado_73047163_20260410.pdf,Rechazado,498523
7031,Problemas familiares de fuerza mayor.,certificado_76424356_20260410.pdf,Rechazado,498562
7032,Suspensión de transporte público de su zona.,certificado_72861964_20260410.pdf,Aprobado,498594
7033,Problemas de salud del alumno (fiebre y malestar general).,certificado_70599902_20260410.pdf,Rechazado,498621
7034,Cita médica odontológica programada con anterioridad.,certificado_70197504_20260410.pdf,Rechazado,498676
7035,Cita médica odontológica programada con anterioridad.,certificado_63651817_20260413.pdf,Rechazado,498811
7036,Viaje urgente programado fuera de la ciudad.,certificado_72750683_20260413.pdf,Rechazado,498837
7037,Suspensión de transporte público de su zona.,certificado_68118095_20260413.pdf,Aprobado,498843
7038,Problemas familiares de fuerza mayor.,certificado_66306005_20260413.pdf,Rechazado,498849
7039,Suspensión de transporte público de su zona.,certificado_63152784_20260413.pdf,Rechazado,498956
7040,Suspensión de transporte público de su zona.,certificado_72076827_20260413.pdf,Rechazado,499024
7041,Problemas de salud del alumno (fiebre y malestar general).,certificado_72438793_20260413.pdf,Aprobado,499044
7042,Problemas familiares de fuerza mayor.,certificado_72085925_20260413.pdf,Aprobado,499060
7043,Viaje urgente programado fuera de la ciudad.,certificado_61645219_20260413.pdf,Pendiente,499074
7044,Viaje urgente programado fuera de la ciudad.,certificado_60295403_20260413.pdf,Aprobado,499140
7045,Problemas de salud del alumno (fiebre y malestar general).,certificado_71498139_20260413.pdf,Aprobado,499147
7046,Viaje urgente programado fuera de la ciudad.,certificado_70665578_20260414.pdf,Aprobado,499223
7047,Cita médica odontológica programada con anterioridad.,certificado_60423305_20260414.pdf,Rechazado,499273
7048,Problemas familiares de fuerza mayor.,certificado_79126954_20260414.pdf,Pendiente,499429
7049,Problemas de salud del alumno (fiebre y malestar general).,certificado_66720838_20260414.pdf,Pendiente,499485
7050,Viaje urgente programado fuera de la ciudad.,certificado_60503794_20260414.pdf,Rechazado,499500
7051,Problemas familiares de fuerza mayor.,certificado_62812451_20260415.pdf,Rechazado,499599
7052,Viaje urgente programado fuera de la ciudad.,certificado_64384065_20260415.pdf,Pendiente,499653
7053,Viaje urgente programado fuera de la ciudad.,certificado_76496003_20260415.pdf,Pendiente,499656
7054,Problemas de salud del alumno (fiebre y malestar general).,certificado_70027430_20260415.pdf,Aprobado,499715
7055,Problemas familiares de fuerza mayor.,certificado_64475216_20260415.pdf,Pendiente,499719
7056,Viaje urgente programado fuera de la ciudad.,certificado_79170676_20260415.pdf,Aprobado,499764
7057,Cita médica odontológica programada con anterioridad.,certificado_70901688_20260415.pdf,Rechazado,499814
7058,Problemas de salud del alumno (fiebre y malestar general).,certificado_66036080_20260415.pdf,Pendiente,499845
7059,Cita médica odontológica programada con anterioridad.,certificado_73076942_20260416.pdf,Pendiente,499898
7060,Suspensión de transporte público de su zona.,certificado_67756452_20260416.pdf,Aprobado,499980
7061,Cita médica odontológica programada con anterioridad.,certificado_66459643_20260416.pdf,Pendiente,500109
7062,Problemas familiares de fuerza mayor.,certificado_66170196_20260416.pdf,Aprobado,500227
7063,Viaje urgente programado fuera de la ciudad.,certificado_66279749_20260417.pdf,Aprobado,500302
7064,Viaje urgente programado fuera de la ciudad.,certificado_71512406_20260417.pdf,Aprobado,500334
7065,Problemas de salud del alumno (fiebre y malestar general).,certificado_77534951_20260417.pdf,Aprobado,500335
7066,Viaje urgente programado fuera de la ciudad.,certificado_74552940_20260417.pdf,Rechazado,500433
7067,Problemas de salud del alumno (fiebre y malestar general).,certificado_61946613_20260417.pdf,Pendiente,500436
7068,Problemas de salud del alumno (fiebre y malestar general).,certificado_64006430_20260420.pdf,Rechazado,500774
7069,Problemas de salud del alumno (fiebre y malestar general).,certificado_67406227_20260420.pdf,Rechazado,500824
7070,Problemas familiares de fuerza mayor.,certificado_79126954_20260420.pdf,Aprobado,500889
7071,Problemas de salud del alumno (fiebre y malestar general).,certificado_76588250_20260420.pdf,Rechazado,500974
7072,Viaje urgente programado fuera de la ciudad.,certificado_79021542_20260421.pdf,Aprobado,501003
7073,Viaje urgente programado fuera de la ciudad.,certificado_71512406_20260421.pdf,Aprobado,501064
7074,Cita médica odontológica programada con anterioridad.,certificado_62099291_20260421.pdf,Rechazado,501091
7075,Viaje urgente programado fuera de la ciudad.,certificado_64974651_20260421.pdf,Aprobado,501115
7076,Problemas de salud del alumno (fiebre y malestar general).,certificado_60617016_20260421.pdf,Aprobado,501134
7077,Cita médica odontológica programada con anterioridad.,certificado_69472646_20260421.pdf,Aprobado,501140
7078,Problemas familiares de fuerza mayor.,certificado_62630919_20260421.pdf,Pendiente,501162
7079,Problemas de salud del alumno (fiebre y malestar general).,certificado_62826917_20260421.pdf,Rechazado,501185
7080,Problemas de salud del alumno (fiebre y malestar general).,certificado_63627386_20260421.pdf,Rechazado,501319
7081,Problemas familiares de fuerza mayor.,certificado_67109853_20260422.pdf,Pendiente,501390
7082,Cita médica odontológica programada con anterioridad.,certificado_64643746_20260422.pdf,Aprobado,501432
7083,Cita médica odontológica programada con anterioridad.,certificado_78443683_20260422.pdf,Pendiente,501518
7084,Viaje urgente programado fuera de la ciudad.,certificado_72588694_20260422.pdf,Rechazado,501542
7085,Problemas de salud del alumno (fiebre y malestar general).,certificado_71973605_20260422.pdf,Pendiente,501551
7086,Problemas familiares de fuerza mayor.,certificado_74865021_20260422.pdf,Rechazado,501552
7087,Suspensión de transporte público de su zona.,certificado_72700973_20260422.pdf,Aprobado,501602
7088,Suspensión de transporte público de su zona.,certificado_69723504_20260423.pdf,Pendiente,501725
7089,Problemas de salud del alumno (fiebre y malestar general).,certificado_64520588_20260423.pdf,Rechazado,501814
7090,Suspensión de transporte público de su zona.,certificado_60423305_20260423.pdf,Pendiente,501828
7091,Viaje urgente programado fuera de la ciudad.,certificado_60138372_20260423.pdf,Aprobado,501943
7092,Viaje urgente programado fuera de la ciudad.,certificado_78321524_20260423.pdf,Rechazado,501996
7093,Cita médica odontológica programada con anterioridad.,certificado_79533904_20260424.pdf,Rechazado,502156
7094,Viaje urgente programado fuera de la ciudad.,certificado_64974651_20260424.pdf,Rechazado,502210
7095,Suspensión de transporte público de su zona.,certificado_76424356_20260424.pdf,Pendiente,502212
7096,Problemas de salud del alumno (fiebre y malestar general).,certificado_65828808_20260424.pdf,Pendiente,502344
7097,Problemas familiares de fuerza mayor.,certificado_69814522_20260424.pdf,Pendiente,502358
7098,Problemas de salud del alumno (fiebre y malestar general).,certificado_63627386_20260424.pdf,Aprobado,502414
7099,Problemas familiares de fuerza mayor.,certificado_73479483_20260424.pdf,Rechazado,502441
7100,Viaje urgente programado fuera de la ciudad.,certificado_61486350_20260427.pdf,Rechazado,502465
7101,Suspensión de transporte público de su zona.,certificado_62610757_20260427.pdf,Pendiente,502526
7102,Problemas de salud del alumno (fiebre y malestar general).,certificado_78443683_20260427.pdf,Aprobado,502613
7103,Problemas familiares de fuerza mayor.,certificado_63419443_20260427.pdf,Aprobado,502791
7104,Suspensión de transporte público de su zona.,certificado_67758301_20260428.pdf,Rechazado,502919
7105,Suspensión de transporte público de su zona.,certificado_68836535_20260428.pdf,Aprobado,502921
7106,Problemas familiares de fuerza mayor.,certificado_64354501_20260428.pdf,Pendiente,502969
7107,Problemas de salud del alumno (fiebre y malestar general).,certificado_76689062_20260428.pdf,Aprobado,503045
7108,Suspensión de transporte público de su zona.,certificado_73364596_20260428.pdf,Aprobado,503054
7109,Suspensión de transporte público de su zona.,certificado_61970720_20260428.pdf,Rechazado,503084
7110,Suspensión de transporte público de su zona.,certificado_65200666_20260428.pdf,Aprobado,503090
7111,Problemas de salud del alumno (fiebre y malestar general).,certificado_77241839_20260429.pdf,Pendiente,503235
7112,Problemas familiares de fuerza mayor.,certificado_64893703_20260429.pdf,Aprobado,503354
7113,Viaje urgente programado fuera de la ciudad.,certificado_74865021_20260429.pdf,Rechazado,503377
7114,Problemas familiares de fuerza mayor.,certificado_65596165_20260429.pdf,Pendiente,503412
7115,Viaje urgente programado fuera de la ciudad.,certificado_66941315_20260429.pdf,Pendiente,503433
7116,Suspensión de transporte público de su zona.,certificado_71231883_20260429.pdf,Rechazado,503442
7117,Viaje urgente programado fuera de la ciudad.,certificado_77168677_20260429.pdf,Pendiente,503462
7118,Cita médica odontológica programada con anterioridad.,certificado_60735287_20260430.pdf,Pendiente,503567
7119,Cita médica odontológica programada con anterioridad.,certificado_66173771_20260430.pdf,Rechazado,503595
7120,Viaje urgente programado fuera de la ciudad.,certificado_69651551_20260430.pdf,Pendiente,503598
7121,Problemas de salud del alumno (fiebre y malestar general).,certificado_62892821_20260430.pdf,Pendiente,503615
7122,Problemas familiares de fuerza mayor.,certificado_60138372_20260430.pdf,Pendiente,503768
7123,Cita médica odontológica programada con anterioridad.,certificado_71808243_20260501.pdf,Aprobado,503955
7124,Cita médica odontológica programada con anterioridad.,certificado_73225503_20260501.pdf,Aprobado,504120
7125,Problemas familiares de fuerza mayor.,certificado_65284953_20260501.pdf,Pendiente,504235
7126,Suspensión de transporte público de su zona.,certificado_62028998_20260501.pdf,Rechazado,504244
7127,Suspensión de transporte público de su zona.,certificado_73182955_20260504.pdf,Pendiente,504302
7128,Problemas de salud del alumno (fiebre y malestar general).,certificado_69103665_20260504.pdf,Rechazado,504319
7129,Problemas familiares de fuerza mayor.,certificado_72861964_20260504.pdf,Rechazado,504434
7130,Problemas familiares de fuerza mayor.,certificado_71131145_20260505.pdf,Pendiente,504663
7131,Problemas familiares de fuerza mayor.,certificado_68225093_20260505.pdf,Rechazado,504676
7132,Viaje urgente programado fuera de la ciudad.,certificado_66173771_20260505.pdf,Aprobado,504690
7133,Suspensión de transporte público de su zona.,certificado_63152784_20260505.pdf,Pendiente,504796
7134,Viaje urgente programado fuera de la ciudad.,certificado_60138372_20260505.pdf,Pendiente,504863
7135,Suspensión de transporte público de su zona.,certificado_70228023_20260505.pdf,Rechazado,504903
7136,Cita médica odontológica programada con anterioridad.,certificado_70735241_20260506.pdf,Pendiente,505017
7137,Cita médica odontológica programada con anterioridad.,certificado_62140517_20260506.pdf,Aprobado,505024
7138,Viaje urgente programado fuera de la ciudad.,certificado_67152970_20260506.pdf,Pendiente,505052
7139,Suspensión de transporte público de su zona.,certificado_69401745_20260506.pdf,Aprobado,505071
7140,Viaje urgente programado fuera de la ciudad.,certificado_65690258_20260506.pdf,Rechazado,505141
7141,Suspensión de transporte público de su zona.,certificado_71654049_20260506.pdf,Aprobado,505182
7142,Cita médica odontológica programada con anterioridad.,certificado_75421005_20260506.pdf,Rechazado,505189
7143,Viaje urgente programado fuera de la ciudad.,certificado_64475216_20260506.pdf,Aprobado,505194
7144,Cita médica odontológica programada con anterioridad.,certificado_76461656_20260506.pdf,Rechazado,505217
7145,Problemas familiares de fuerza mayor.,certificado_60138372_20260506.pdf,Pendiente,505228
7146,Viaje urgente programado fuera de la ciudad.,certificado_70874022_20260506.pdf,Pendiente,505259
7147,Problemas familiares de fuerza mayor.,certificado_78760075_20260506.pdf,Rechazado,505306
7148,Suspensión de transporte público de su zona.,certificado_65714979_20260507.pdf,Aprobado,505368
7149,Problemas familiares de fuerza mayor.,certificado_69749816_20260507.pdf,Pendiente,505462
7150,Viaje urgente programado fuera de la ciudad.,certificado_62630919_20260507.pdf,Rechazado,505542
7151,Viaje urgente programado fuera de la ciudad.,certificado_79126954_20260507.pdf,Rechazado,505634
7152,Problemas familiares de fuerza mayor.,certificado_65284953_20260507.pdf,Rechazado,505695
7153,Cita médica odontológica programada con anterioridad.,certificado_60735287_20260508.pdf,Pendiente,505757
7154,Suspensión de transporte público de su zona.,certificado_66173771_20260508.pdf,Pendiente,505785
7155,Problemas de salud del alumno (fiebre y malestar general).,certificado_68684579_20260508.pdf,Aprobado,505853
7156,Problemas familiares de fuerza mayor.,certificado_74864763_20260511.pdf,Aprobado,506161
7157,Problemas de salud del alumno (fiebre y malestar general).,certificado_62615189_20260511.pdf,Aprobado,506183
7158,Suspensión de transporte público de su zona.,certificado_66093610_20260511.pdf,Aprobado,506209
7159,Suspensión de transporte público de su zona.,certificado_67452197_20260511.pdf,Rechazado,506232
7160,Problemas familiares de fuerza mayor.,certificado_60561236_20260511.pdf,Rechazado,506280
7161,Cita médica odontológica programada con anterioridad.,certificado_70197504_20260511.pdf,Aprobado,506341
7162,Viaje urgente programado fuera de la ciudad.,certificado_73039212_20260512.pdf,Rechazado,506464
7163,Cita médica odontológica programada con anterioridad.,certificado_60735287_20260512.pdf,Rechazado,506487
7164,Viaje urgente programado fuera de la ciudad.,certificado_77096740_20260512.pdf,Rechazado,506511
7165,Viaje urgente programado fuera de la ciudad.,certificado_64006430_20260512.pdf,Aprobado,506614
7166,Viaje urgente programado fuera de la ciudad.,certificado_77135451_20260512.pdf,Aprobado,506627
7167,Problemas familiares de fuerza mayor.,certificado_72627498_20260512.pdf,Aprobado,506815
7168,Problemas familiares de fuerza mayor.,certificado_68225093_20260513.pdf,Pendiente,506866
7169,Suspensión de transporte público de su zona.,certificado_72842268_20260513.pdf,Pendiente,506914
7170,Cita médica odontológica programada con anterioridad.,certificado_70694364_20260513.pdf,Pendiente,507022
7171,Suspensión de transporte público de su zona.,certificado_63616018_20260513.pdf,Aprobado,507038
7172,Cita médica odontológica programada con anterioridad.,certificado_70220611_20260513.pdf,Rechazado,507110
7173,Suspensión de transporte público de su zona.,certificado_68836535_20260514.pdf,Pendiente,507301
7174,Viaje urgente programado fuera de la ciudad.,certificado_73210947_20260514.pdf,Pendiente,507404
7175,Suspensión de transporte público de su zona.,certificado_78004127_20260514.pdf,Pendiente,507415
7176,Problemas familiares de fuerza mayor.,certificado_60138372_20260514.pdf,Pendiente,507418
7177,Suspensión de transporte público de su zona.,certificado_67394803_20260514.pdf,Aprobado,507424
7178,Problemas familiares de fuerza mayor.,certificado_77539282_20260514.pdf,Aprobado,507489
7179,Viaje urgente programado fuera de la ciudad.,certificado_68118095_20260515.pdf,Aprobado,507603
7180,Problemas familiares de fuerza mayor.,certificado_74306582_20260515.pdf,Pendiente,507688
7181,Problemas de salud del alumno (fiebre y malestar general).,certificado_67748133_20260515.pdf,Aprobado,507694
7182,Problemas familiares de fuerza mayor.,certificado_67427309_20260515.pdf,Pendiente,507726
7183,Problemas familiares de fuerza mayor.,certificado_61630307_20260515.pdf,Rechazado,507735
7184,Problemas familiares de fuerza mayor.,certificado_66624235_20260515.pdf,Rechazado,507760
7185,Problemas familiares de fuerza mayor.,certificado_68305783_20260515.pdf,Aprobado,507778
7186,Problemas de salud del alumno (fiebre y malestar general).,certificado_68391369_20260515.pdf,Aprobado,507851
7187,Cita médica odontológica programada con anterioridad.,certificado_74865021_20260518.pdf,Pendiente,508122
7188,Cita médica odontológica programada con anterioridad.,certificado_69515804_20260518.pdf,Aprobado,508196
7189,Cita médica odontológica programada con anterioridad.,certificado_66170196_20260518.pdf,Aprobado,508257
7190,Cita médica odontológica programada con anterioridad.,certificado_71512406_20260519.pdf,Aprobado,508364
7191,Problemas familiares de fuerza mayor.,certificado_75447447_20260519.pdf,Aprobado,508377
7192,Problemas familiares de fuerza mayor.,certificado_63231757_20260519.pdf,Rechazado,508491
7193,Cita médica odontológica programada con anterioridad.,certificado_79180974_20260519.pdf,Pendiente,508518
7194,Problemas de salud del alumno (fiebre y malestar general).,certificado_78795543_20260520.pdf,Rechazado,508834
7195,Problemas familiares de fuerza mayor.,certificado_72076827_20260520.pdf,Rechazado,508879
7196,Suspensión de transporte público de su zona.,certificado_79335152_20260520.pdf,Pendiente,508922
7197,Problemas familiares de fuerza mayor.,certificado_73957073_20260520.pdf,Pendiente,508941
7198,Cita médica odontológica programada con anterioridad.,certificado_72842268_20260521.pdf,Pendiente,509104
7199,Problemas de salud del alumno (fiebre y malestar general).,certificado_62630919_20260521.pdf,Pendiente,509192
7200,Problemas de salud del alumno (fiebre y malestar general).,certificado_61630307_20260521.pdf,Aprobado,509195
7201,Suspensión de transporte público de su zona.,certificado_60022680_20260521.pdf,Rechazado,509309
7202,Viaje urgente programado fuera de la ciudad.,certificado_74559591_20260521.pdf,Rechazado,509378
7203,Suspensión de transporte público de su zona.,certificado_76260777_20260522.pdf,Rechazado,509387
7204,Problemas de salud del alumno (fiebre y malestar general).,certificado_68118095_20260522.pdf,Aprobado,509428
7205,Suspensión de transporte público de su zona.,certificado_63953671_20260522.pdf,Aprobado,509463
7206,Cita médica odontológica programada con anterioridad.,certificado_61630307_20260522.pdf,Pendiente,509560
7207,Cita médica odontológica programada con anterioridad.,certificado_66941315_20260522.pdf,Aprobado,509638
7208,Problemas de salud del alumno (fiebre y malestar general).,certificado_63953671_20260525.pdf,Pendiente,509828
7209,Problemas de salud del alumno (fiebre y malestar general).,certificado_76689080_20260525.pdf,Aprobado,509901
7210,Problemas familiares de fuerza mayor.,certificado_62403973_20260525.pdf,Pendiente,509938
7211,Problemas familiares de fuerza mayor.,certificado_63627386_20260525.pdf,Rechazado,510079
7212,Problemas de salud del alumno (fiebre y malestar general).,certificado_76740024_20260525.pdf,Aprobado,510098
7213,Suspensión de transporte público de su zona.,certificado_70799284_20260526.pdf,Aprobado,510226
7214,Cita médica odontológica programada con anterioridad.,certificado_60138372_20260526.pdf,Pendiente,510338
7215,Problemas familiares de fuerza mayor.,certificado_78760075_20260526.pdf,Aprobado,510416
7216,Problemas de salud del alumno (fiebre y malestar general).,certificado_73182955_20260527.pdf,Rechazado,510507
7217,Suspensión de transporte público de su zona.,certificado_66527182_20260527.pdf,Aprobado,510678
