id,monto,fecha,concepto,comprobante,estudiante_id
117497,350,2024-10-25,Pensión Escolar - Octubre 2024,B001-2024109061,9061
117498,350,2024-11-18,Pensión Escolar - Noviembre 2024,B001-2024119061,9061
117499,350,2024-12-30,Pensión Escolar - Diciembre 2024,B001-2024129061,9061
117500,350,2024-03-27,Pensión Escolar - Marzo 2024,B001-2024039338,9338
117501,350,2024-04-29,Pensión Escolar - Abril 2024,B001-2024049338,9338
117502,350,2024-05-27,Pensión Escolar - Mayo 2024,B001-2024059338,9338
117503,350,2024-06-21,Pensión Escolar - Junio 2024,B001-2024069338,9338
117504,350,2024-07-30,Pensión Escolar - Julio 2024,B001-2024079338,9338
117505,350,2024-08-27,Pensión Escolar - Agosto 2024,B001-2024089338,9338
117506,350,2024-09-26,Pensión Escolar - Setiembre 2024,B001-2024099338,9338
117507,350,2024-10-18,Pensión Escolar - Octubre 2024,B001-2024109338,9338
117508,350,2024-11-19,Pensión Escolar - Noviembre 2024,B001-2024119338,9338
117509,350,2024-12-27,Pensión Escolar - Diciembre 2024,B001-2024129338,9338
117510,350,2024-03-25,Pensión Escolar - Marzo 2024,B001-2024039037,9037
117511,350,2024-04-18,Pensión Escolar - Abril 2024,B001-2024049037,9037
117512,350,2024-05-31,Pensión Escolar - Mayo 2024,B001-2024059037,9037
117513,350,2024-06-28,Pensión Escolar - Junio 2024,B001-2024069037,9037
117514,350,2024-07-22,Pensión Escolar - Julio 2024,B001-2024079037,9037
117515,350,2024-08-29,Pensión Escolar - Agosto 2024,B001-2024089037,9037
117516,350,2024-09-20,Pensión Escolar - Setiembre 2024,B001-2024099037,9037
117517,350,2024-10-24,Pensión Escolar - Octubre 2024,B001-2024109037,9037
117518,350,2024-12-03,Pensión Escolar - Noviembre 2024,B001-2024119037,9037
117519,350,2024-12-26,Pensión Escolar - Diciembre 2024,B001-2024129037,9037
117520,350,2024-03-29,Pensión Escolar - Marzo 2024,B001-2024039290,9290
117521,350,2024-05-03,Pensión Escolar - Abril 2024,B001-2024049290,9290
117522,350,2024-05-31,Pensión Escolar - Mayo 2024,B001-2024059290,9290
117523,350,2024-06-21,Pensión Escolar - Junio 2024,B001-2024069290,9290
117524,350,2024-07-26,Pensión Escolar - Julio 2024,B001-2024079290,9290
117525,350,2024-08-29,Pensión Escolar - Agosto 2024,B001-2024089290,9290
117526,350,2024-10-02,Pensión Escolar - Setiembre 2024,B001-2024099290,9290
117527,350,2024-10-30,Pensión Escolar - Octubre 2024,B001-2024109290,9290
117528,350,2024-11-29,Pensión Escolar - Noviembre 2024,B001-2024119290,9290
117529,350,2024-12-25,Pensión Escolar - Diciembre 2024,B001-2024129290,9290
117530,350,2024-03-22,Pensión Escolar - Marzo 2024,B001-2024039076,9076
117531,350,2024-04-19,Pensión Escolar - Abril 2024,B001-2024049076,9076
117532,350,2024-05-20,Pensión Escolar - Mayo 2024,B001-2024059076,9076
117533,350,2024-07-02,Pensión Escolar - Junio 2024,B001-2024069076,9076
117534,350,2024-07-22,Pensión Escolar - Julio 2024,B001-2024079076,9076
117535,350,2024-08-29,Pensión Escolar - Agosto 2024,B001-2024089076,9076
117536,350,2024-09-26,Pensión Escolar - Setiembre 2024,B001-2024099076,9076
117537,350,2024-10-31,Pensión Escolar - Octubre 2024,B001-2024109076,9076
117538,350,2024-11-27,Pensión Escolar - Noviembre 2024,B001-2024119076,9076
117539,350,2025-01-01,Pensión Escolar - Diciembre 2024,B001-2024129076,9076
117540,350,2024-03-29,Pensión Escolar - Marzo 2024,B001-2024039189,9189
117541,350,2024-04-23,Pensión Escolar - Abril 2024,B001-2024049189,9189
117542,350,2024-05-27,Pensión Escolar - Mayo 2024,B001-2024059189,9189
117543,350,2024-06-18,Pensión Escolar - Junio 2024,B001-2024069189,9189
117544,350,2024-07-23,Pensión Escolar - Julio 2024,B001-2024079189,9189
117545,350,2024-08-22,Pensión Escolar - Agosto 2024,B001-2024089189,9189
117546,350,2024-09-20,Pensión Escolar - Setiembre 2024,B001-2024099189,9189
117547,350,2024-10-25,Pensión Escolar - Octubre 2024,B001-2024109189,9189
117548,350,2024-12-02,Pensión Escolar - Noviembre 2024,B001-2024119189,9189
117549,350,2024-12-24,Pensión Escolar - Diciembre 2024,B001-2024129189,9189
117550,350,2024-03-19,Pensión Escolar - Marzo 2024,B001-2024039199,9199
117551,350,2024-04-18,Pensión Escolar - Abril 2024,B001-2024049199,9199
117552,350,2024-05-23,Pensión Escolar - Mayo 2024,B001-2024059199,9199
117553,350,2024-06-21,Pensión Escolar - Junio 2024,B001-2024069199,9199
117554,350,2024-08-02,Pensión Escolar - Julio 2024,B001-2024079199,9199
117555,350,2024-08-28,Pensión Escolar - Agosto 2024,B001-2024089199,9199
117556,350,2024-09-30,Pensión Escolar - Setiembre 2024,B001-2024099199,9199
117557,350,2024-10-24,Pensión Escolar - Octubre 2024,B001-2024109199,9199
117558,350,2024-11-27,Pensión Escolar - Noviembre 2024,B001-2024119199,9199
117559,350,2024-12-20,Pensión Escolar - Diciembre 2024,B001-2024129199,9199
117560,350,2024-03-29,Pensión Escolar - Marzo 2024,B001-2024039218,9218
117561,350,2024-04-24,Pensión Escolar - Abril 2024,B001-2024049218,9218
117562,350,2024-05-31,Pensión Escolar - Mayo 2024,B001-2024059218,9218
117563,350,2024-06-28,Pensión Escolar - Junio 2024,B001-2024069218,9218
117564,350,2024-07-22,Pensión Escolar - Julio 2024,B001-2024079218,9218
117565,350,2024-08-29,Pensión Escolar - Agosto 2024,B001-2024089218,9218
117566,350,2024-10-01,Pensión Escolar - Setiembre 2024,B001-2024099218,9218
117567,350,2024-10-18,Pensión Escolar - Octubre 2024,B001-2024109218,9218
117568,350,2024-11-18,Pensión Escolar - Noviembre 2024,B001-2024119218,9218
117569,350,2024-12-18,Pensión Escolar - Diciembre 2024,B001-2024129218,9218
117570,350,2024-03-29,Pensión Escolar - Marzo 2024,B001-2024039074,9074
117571,350,2024-05-03,Pensión Escolar - Abril 2024,B001-2024049074,9074
117572,350,2024-05-28,Pensión Escolar - Mayo 2024,B001-2024059074,9074
117573,350,2024-06-28,Pensión Escolar - Junio 2024,B001-2024069074,9074
117574,350,2024-07-18,Pensión Escolar - Julio 2024,B001-2024079074,9074
117575,350,2024-08-20,Pensión Escolar - Agosto 2024,B001-2024089074,9074
117576,350,2024-09-20,Pensión Escolar - Setiembre 2024,B001-2024099074,9074
117577,350,2024-11-01,Pensión Escolar - Octubre 2024,B001-2024109074,9074
117578,350,2024-11-26,Pensión Escolar - Noviembre 2024,B001-2024119074,9074
117579,350,2024-12-25,Pensión Escolar - Diciembre 2024,B001-2024129074,9074
117580,350,2024-03-25,Pensión Escolar - Marzo 2024,B001-2024039068,9068
117581,350,2024-05-03,Pensión Escolar - Abril 2024,B001-2024049068,9068
117582,350,2024-05-17,Pensión Escolar - Mayo 2024,B001-2024059068,9068
117583,350,2024-06-21,Pensión Escolar - Junio 2024,B001-2024069068,9068
117584,350,2024-07-18,Pensión Escolar - Julio 2024,B001-2024079068,9068
117585,350,2024-08-20,Pensión Escolar - Agosto 2024,B001-2024089068,9068
117586,350,2024-09-20,Pensión Escolar - Setiembre 2024,B001-2024099068,9068
117587,350,2024-10-23,Pensión Escolar - Octubre 2024,B001-2024109068,9068
117588,350,2024-12-02,Pensión Escolar - Noviembre 2024,B001-2024119068,9068
117589,350,2024-12-30,Pensión Escolar - Diciembre 2024,B001-2024129068,9068
117590,350,2024-03-22,Pensión Escolar - Marzo 2024,B001-2024038953,8953
117591,350,2024-04-26,Pensión Escolar - Abril 2024,B001-2024048953,8953
117592,350,2024-07-01,Pensión Escolar - Junio 2024,B001-2024068953,8953
117593,350,2024-07-26,Pensión Escolar - Julio 2024,B001-2024078953,8953
117594,350,2024-08-20,Pensión Escolar - Agosto 2024,B001-2024088953,8953
117595,350,2024-09-25,Pensión Escolar - Setiembre 2024,B001-2024098953,8953
117596,350,2024-10-25,Pensión Escolar - Octubre 2024,B001-2024108953,8953
117597,350,2024-11-25,Pensión Escolar - Noviembre 2024,B001-2024118953,8953
117598,350,2024-12-31,Pensión Escolar - Diciembre 2024,B001-2024128953,8953
117599,350,2024-03-27,Pensión Escolar - Marzo 2024,B001-2024038989,8989
117600,350,2024-04-22,Pensión Escolar - Abril 2024,B001-2024048989,8989
117601,350,2024-05-21,Pensión Escolar - Mayo 2024,B001-2024058989,8989
117602,350,2024-07-03,Pensión Escolar - Junio 2024,B001-2024068989,8989
117603,350,2024-07-26,Pensión Escolar - Julio 2024,B001-2024078989,8989
117604,350,2024-08-23,Pensión Escolar - Agosto 2024,B001-2024088989,8989
117605,350,2024-10-01,Pensión Escolar - Setiembre 2024,B001-2024098989,8989
117606,350,2024-11-22,Pensión Escolar - Noviembre 2024,B001-2024118989,8989
117607,350,2024-12-25,Pensión Escolar - Diciembre 2024,B001-2024128989,8989
117608,350,2024-03-22,Pensión Escolar - Marzo 2024,B001-2024039291,9291
117609,350,2024-05-02,Pensión Escolar - Abril 2024,B001-2024049291,9291
117610,350,2024-05-30,Pensión Escolar - Mayo 2024,B001-2024059291,9291
117611,350,2024-06-21,Pensión Escolar - Junio 2024,B001-2024069291,9291
117612,350,2024-07-23,Pensión Escolar - Julio 2024,B001-2024079291,9291
117613,350,2024-08-22,Pensión Escolar - Agosto 2024,B001-2024089291,9291
117614,350,2024-09-30,Pensión Escolar - Setiembre 2024,B001-2024099291,9291
117615,350,2024-10-25,Pensión Escolar - Octubre 2024,B001-2024109291,9291
117616,350,2024-11-20,Pensión Escolar - Noviembre 2024,B001-2024119291,9291
117617,350,2025-01-01,Pensión Escolar - Diciembre 2024,B001-2024129291,9291
117618,350,2024-03-29,Pensión Escolar - Marzo 2024,B001-2024039271,9271
117619,350,2024-04-30,Pensión Escolar - Abril 2024,B001-2024049271,9271
117620,350,2024-05-29,Pensión Escolar - Mayo 2024,B001-2024059271,9271
117621,350,2024-07-02,Pensión Escolar - Junio 2024,B001-2024069271,9271
117622,350,2024-07-18,Pensión Escolar - Julio 2024,B001-2024079271,9271
117623,350,2024-08-30,Pensión Escolar - Agosto 2024,B001-2024089271,9271
117624,350,2024-09-27,Pensión Escolar - Setiembre 2024,B001-2024099271,9271
117625,350,2024-10-18,Pensión Escolar - Octubre 2024,B001-2024109271,9271
117626,350,2024-11-20,Pensión Escolar - Noviembre 2024,B001-2024119271,9271
117627,350,2024-12-27,Pensión Escolar - Diciembre 2024,B001-2024129271,9271
117628,350,2024-03-29,Pensión Escolar - Marzo 2024,B001-2024039277,9277
117629,350,2024-05-02,Pensión Escolar - Abril 2024,B001-2024049277,9277
117630,350,2024-05-30,Pensión Escolar - Mayo 2024,B001-2024059277,9277
117631,350,2024-07-02,Pensión Escolar - Junio 2024,B001-2024069277,9277
117632,350,2024-07-25,Pensión Escolar - Julio 2024,B001-2024079277,9277
117633,350,2024-08-30,Pensión Escolar - Agosto 2024,B001-2024089277,9277
117634,350,2024-09-19,Pensión Escolar - Setiembre 2024,B001-2024099277,9277
117635,350,2024-10-24,Pensión Escolar - Octubre 2024,B001-2024109277,9277
117636,350,2024-12-03,Pensión Escolar - Noviembre 2024,B001-2024119277,9277
117637,350,2024-12-20,Pensión Escolar - Diciembre 2024,B001-2024129277,9277
117638,350,2024-03-22,Pensión Escolar - Marzo 2024,B001-2024039163,9163
117639,350,2024-04-26,Pensión Escolar - Abril 2024,B001-2024049163,9163
117640,350,2024-05-24,Pensión Escolar - Mayo 2024,B001-2024059163,9163
117641,350,2024-06-25,Pensión Escolar - Junio 2024,B001-2024069163,9163
117642,350,2024-07-25,Pensión Escolar - Julio 2024,B001-2024079163,9163
117643,350,2024-08-23,Pensión Escolar - Agosto 2024,B001-2024089163,9163
117644,350,2024-09-27,Pensión Escolar - Setiembre 2024,B001-2024099163,9163
117645,350,2024-10-24,Pensión Escolar - Octubre 2024,B001-2024109163,9163
117646,350,2024-11-20,Pensión Escolar - Noviembre 2024,B001-2024119163,9163
117647,350,2024-12-27,Pensión Escolar - Diciembre 2024,B001-2024129163,9163
117648,350,2024-04-01,Pensión Escolar - Marzo 2024,B001-2024039285,9285
117649,350,2024-04-19,Pensión Escolar - Abril 2024,B001-2024049285,9285
117650,350,2024-05-31,Pensión Escolar - Mayo 2024,B001-2024059285,9285
117651,350,2024-06-27,Pensión Escolar - Junio 2024,B001-2024069285,9285
117652,350,2024-07-26,Pensión Escolar - Julio 2024,B001-2024079285,9285
117653,350,2024-08-19,Pensión Escolar - Agosto 2024,B001-2024089285,9285
117654,350,2024-10-01,Pensión Escolar - Setiembre 2024,B001-2024099285,9285
117655,350,2024-10-31,Pensión Escolar - Octubre 2024,B001-2024109285,9285
117656,350,2024-12-03,Pensión Escolar - Noviembre 2024,B001-2024119285,9285
117657,350,2024-12-24,Pensión Escolar - Diciembre 2024,B001-2024129285,9285
117658,350,2024-03-19,Pensión Escolar - Marzo 2024,B001-2024039224,9224
117659,350,2024-04-19,Pensión Escolar - Abril 2024,B001-2024049224,9224
117660,350,2024-05-24,Pensión Escolar - Mayo 2024,B001-2024059224,9224
117661,350,2024-06-20,Pensión Escolar - Junio 2024,B001-2024069224,9224
117662,350,2024-07-26,Pensión Escolar - Julio 2024,B001-2024079224,9224
117663,350,2024-08-21,Pensión Escolar - Agosto 2024,B001-2024089224,9224
117664,350,2024-09-27,Pensión Escolar - Setiembre 2024,B001-2024099224,9224
117665,350,2024-10-31,Pensión Escolar - Octubre 2024,B001-2024109224,9224
117666,350,2024-11-21,Pensión Escolar - Noviembre 2024,B001-2024119224,9224
117667,350,2024-12-20,Pensión Escolar - Diciembre 2024,B001-2024129224,9224
117668,350,2024-03-28,Pensión Escolar - Marzo 2024,B001-2024039066,9066
117669,350,2024-04-19,Pensión Escolar - Abril 2024,B001-2024049066,9066
117670,350,2024-05-24,Pensión Escolar - Mayo 2024,B001-2024059066,9066
117671,350,2024-06-21,Pensión Escolar - Junio 2024,B001-2024069066,9066
117672,350,2024-07-30,Pensión Escolar - Julio 2024,B001-2024079066,9066
117673,350,2024-08-23,Pensión Escolar - Agosto 2024,B001-2024089066,9066
117674,350,2024-09-19,Pensión Escolar - Setiembre 2024,B001-2024099066,9066
117675,350,2024-11-01,Pensión Escolar - Octubre 2024,B001-2024109066,9066
117676,350,2024-11-22,Pensión Escolar - Noviembre 2024,B001-2024119066,9066
117677,350,2024-12-18,Pensión Escolar - Diciembre 2024,B001-2024129066,9066
117678,350,2024-04-02,Pensión Escolar - Marzo 2024,B001-2024039069,9069
117679,350,2024-04-23,Pensión Escolar - Abril 2024,B001-2024049069,9069
117680,350,2024-05-24,Pensión Escolar - Mayo 2024,B001-2024059069,9069
117681,350,2024-07-01,Pensión Escolar - Junio 2024,B001-2024069069,9069
117682,350,2024-08-02,Pensión Escolar - Julio 2024,B001-2024079069,9069
117683,350,2024-08-27,Pensión Escolar - Agosto 2024,B001-2024089069,9069
117684,350,2024-09-27,Pensión Escolar - Setiembre 2024,B001-2024099069,9069
117685,350,2024-10-18,Pensión Escolar - Octubre 2024,B001-2024109069,9069
117686,350,2024-11-25,Pensión Escolar - Noviembre 2024,B001-2024119069,9069
117687,350,2024-12-31,Pensión Escolar - Diciembre 2024,B001-2024129069,9069
117688,350,2024-03-22,Pensión Escolar - Marzo 2024,B001-2024039160,9160
117689,350,2024-04-26,Pensión Escolar - Abril 2024,B001-2024049160,9160
117690,350,2024-05-24,Pensión Escolar - Mayo 2024,B001-2024059160,9160
117691,350,2024-06-24,Pensión Escolar - Junio 2024,B001-2024069160,9160
117692,350,2024-07-25,Pensión Escolar - Julio 2024,B001-2024079160,9160
117693,350,2024-08-27,Pensión Escolar - Agosto 2024,B001-2024089160,9160
117694,350,2024-09-27,Pensión Escolar - Setiembre 2024,B001-2024099160,9160
117695,350,2024-10-25,Pensión Escolar - Octubre 2024,B001-2024109160,9160
117696,350,2024-12-02,Pensión Escolar - Noviembre 2024,B001-2024119160,9160
117697,350,2024-12-19,Pensión Escolar - Diciembre 2024,B001-2024129160,9160
117698,350,2024-03-22,Pensión Escolar - Marzo 2024,B001-2024039325,9325
117699,350,2024-04-24,Pensión Escolar - Abril 2024,B001-2024049325,9325
117700,350,2024-05-31,Pensión Escolar - Mayo 2024,B001-2024059325,9325
117701,350,2024-07-19,Pensión Escolar - Julio 2024,B001-2024079325,9325
117702,350,2024-08-30,Pensión Escolar - Agosto 2024,B001-2024089325,9325
117703,350,2024-10-01,Pensión Escolar - Setiembre 2024,B001-2024099325,9325
117704,350,2024-10-25,Pensión Escolar - Octubre 2024,B001-2024109325,9325
117705,350,2024-11-29,Pensión Escolar - Noviembre 2024,B001-2024119325,9325
117706,350,2024-12-31,Pensión Escolar - Diciembre 2024,B001-2024129325,9325
117707,350,2024-03-28,Pensión Escolar - Marzo 2024,B001-2024039155,9155
117708,350,2024-04-23,Pensión Escolar - Abril 2024,B001-2024049155,9155
117709,350,2024-06-28,Pensión Escolar - Junio 2024,B001-2024069155,9155
117710,350,2024-07-19,Pensión Escolar - Julio 2024,B001-2024079155,9155
117711,350,2024-08-21,Pensión Escolar - Agosto 2024,B001-2024089155,9155
117712,350,2024-09-20,Pensión Escolar - Setiembre 2024,B001-2024099155,9155
117713,350,2024-10-23,Pensión Escolar - Octubre 2024,B001-2024109155,9155
117714,350,2024-11-29,Pensión Escolar - Noviembre 2024,B001-2024119155,9155
117715,350,2025-01-02,Pensión Escolar - Diciembre 2024,B001-2024129155,9155
117716,350,2024-03-21,Pensión Escolar - Marzo 2024,B001-2024039214,9214
117717,350,2024-04-19,Pensión Escolar - Abril 2024,B001-2024049214,9214
117718,350,2024-05-17,Pensión Escolar - Mayo 2024,B001-2024059214,9214
117719,350,2024-06-26,Pensión Escolar - Junio 2024,B001-2024069214,9214
117720,350,2024-07-31,Pensión Escolar - Julio 2024,B001-2024079214,9214
117721,350,2024-08-26,Pensión Escolar - Agosto 2024,B001-2024089214,9214
117722,350,2024-09-19,Pensión Escolar - Setiembre 2024,B001-2024099214,9214
117723,350,2024-10-18,Pensión Escolar - Octubre 2024,B001-2024109214,9214
117724,350,2024-11-29,Pensión Escolar - Noviembre 2024,B001-2024119214,9214
117725,350,2024-12-25,Pensión Escolar - Diciembre 2024,B001-2024129214,9214
117726,350,2024-04-02,Pensión Escolar - Marzo 2024,B001-2024039219,9219
117727,350,2024-05-01,Pensión Escolar - Abril 2024,B001-2024049219,9219
117728,350,2024-05-20,Pensión Escolar - Mayo 2024,B001-2024059219,9219
117729,350,2024-07-02,Pensión Escolar - Junio 2024,B001-2024069219,9219
117730,350,2024-07-19,Pensión Escolar - Julio 2024,B001-2024079219,9219
117731,350,2024-08-30,Pensión Escolar - Agosto 2024,B001-2024089219,9219
117732,350,2024-10-01,Pensión Escolar - Setiembre 2024,B001-2024099219,9219
117733,350,2024-10-22,Pensión Escolar - Octubre 2024,B001-2024109219,9219
117734,350,2024-11-21,Pensión Escolar - Noviembre 2024,B001-2024119219,9219
117735,350,2024-12-30,Pensión Escolar - Diciembre 2024,B001-2024129219,9219
117736,350,2024-03-25,Pensión Escolar - Marzo 2024,B001-2024038949,8949
117737,350,2024-04-25,Pensión Escolar - Abril 2024,B001-2024048949,8949
117738,350,2024-05-22,Pensión Escolar - Mayo 2024,B001-2024058949,8949
117739,350,2024-06-28,Pensión Escolar - Junio 2024,B001-2024068949,8949
117740,350,2024-07-30,Pensión Escolar - Julio 2024,B001-2024078949,8949
117741,350,2024-09-19,Pensión Escolar - Setiembre 2024,B001-2024098949,8949
117742,350,2024-10-28,Pensión Escolar - Octubre 2024,B001-2024108949,8949
117743,350,2024-11-22,Pensión Escolar - Noviembre 2024,B001-2024118949,8949
117744,350,2024-12-26,Pensión Escolar - Diciembre 2024,B001-2024128949,8949
117745,350,2024-03-22,Pensión Escolar - Marzo 2024,B001-2024039305,9305
117746,350,2024-04-19,Pensión Escolar - Abril 2024,B001-2024049305,9305
117747,350,2024-05-31,Pensión Escolar - Mayo 2024,B001-2024059305,9305
117748,350,2024-06-18,Pensión Escolar - Junio 2024,B001-2024069305,9305
117749,350,2024-07-18,Pensión Escolar - Julio 2024,B001-2024079305,9305
117750,350,2024-08-23,Pensión Escolar - Agosto 2024,B001-2024089305,9305
117751,350,2024-10-01,Pensión Escolar - Setiembre 2024,B001-2024099305,9305
117752,350,2024-11-01,Pensión Escolar - Octubre 2024,B001-2024109305,9305
117753,350,2024-11-27,Pensión Escolar - Noviembre 2024,B001-2024119305,9305
117754,350,2024-12-20,Pensión Escolar - Diciembre 2024,B001-2024129305,9305
117755,350,2024-03-21,Pensión Escolar - Marzo 2024,B001-2024039194,9194
117756,350,2024-05-02,Pensión Escolar - Abril 2024,B001-2024049194,9194
117757,350,2024-05-21,Pensión Escolar - Mayo 2024,B001-2024059194,9194
117758,350,2024-06-24,Pensión Escolar - Junio 2024,B001-2024069194,9194
117759,350,2024-07-23,Pensión Escolar - Julio 2024,B001-2024079194,9194
117760,350,2024-09-02,Pensión Escolar - Agosto 2024,B001-2024089194,9194
117761,350,2024-09-27,Pensión Escolar - Setiembre 2024,B001-2024099194,9194
117762,350,2024-10-28,Pensión Escolar - Octubre 2024,B001-2024109194,9194
117763,350,2024-11-27,Pensión Escolar - Noviembre 2024,B001-2024119194,9194
117764,350,2024-12-27,Pensión Escolar - Diciembre 2024,B001-2024129194,9194
117765,350,2024-04-02,Pensión Escolar - Marzo 2024,B001-2024039228,9228
117766,350,2024-04-19,Pensión Escolar - Abril 2024,B001-2024049228,9228
117767,350,2024-05-17,Pensión Escolar - Mayo 2024,B001-2024059228,9228
117768,350,2024-06-27,Pensión Escolar - Junio 2024,B001-2024069228,9228
117769,350,2024-07-19,Pensión Escolar - Julio 2024,B001-2024079228,9228
117770,350,2024-08-28,Pensión Escolar - Agosto 2024,B001-2024089228,9228
117771,350,2024-09-20,Pensión Escolar - Setiembre 2024,B001-2024099228,9228
117772,350,2024-11-01,Pensión Escolar - Octubre 2024,B001-2024109228,9228
117773,350,2024-11-29,Pensión Escolar - Noviembre 2024,B001-2024119228,9228
117774,350,2024-12-31,Pensión Escolar - Diciembre 2024,B001-2024129228,9228
117775,350,2024-04-01,Pensión Escolar - Marzo 2024,B001-2024039225,9225
117776,350,2024-04-30,Pensión Escolar - Abril 2024,B001-2024049225,9225
117777,350,2024-05-31,Pensión Escolar - Mayo 2024,B001-2024059225,9225
117778,350,2024-06-27,Pensión Escolar - Junio 2024,B001-2024069225,9225
117779,350,2024-07-24,Pensión Escolar - Julio 2024,B001-2024079225,9225
117780,350,2024-09-02,Pensión Escolar - Agosto 2024,B001-2024089225,9225
117781,350,2024-09-27,Pensión Escolar - Setiembre 2024,B001-2024099225,9225
117782,350,2024-10-25,Pensión Escolar - Octubre 2024,B001-2024109225,9225
117783,350,2024-11-29,Pensión Escolar - Noviembre 2024,B001-2024119225,9225
117784,350,2024-12-20,Pensión Escolar - Diciembre 2024,B001-2024129225,9225
117785,350,2024-03-20,Pensión Escolar - Marzo 2024,B001-2024039299,9299
117786,350,2024-04-18,Pensión Escolar - Abril 2024,B001-2024049299,9299
117787,350,2024-05-17,Pensión Escolar - Mayo 2024,B001-2024059299,9299
117788,350,2024-07-02,Pensión Escolar - Junio 2024,B001-2024069299,9299
117789,350,2024-07-19,Pensión Escolar - Julio 2024,B001-2024079299,9299
117790,350,2024-08-29,Pensión Escolar - Agosto 2024,B001-2024089299,9299
117791,350,2024-10-03,Pensión Escolar - Setiembre 2024,B001-2024099299,9299
117792,350,2024-12-03,Pensión Escolar - Noviembre 2024,B001-2024119299,9299
117793,350,2024-12-27,Pensión Escolar - Diciembre 2024,B001-2024129299,9299
117794,350,2024-03-20,Pensión Escolar - Marzo 2024,B001-2024039092,9092
117795,350,2024-05-02,Pensión Escolar - Abril 2024,B001-2024049092,9092
117796,350,2024-05-29,Pensión Escolar - Mayo 2024,B001-2024059092,9092
117797,350,2024-06-28,Pensión Escolar - Junio 2024,B001-2024069092,9092
117798,350,2024-08-29,Pensión Escolar - Agosto 2024,B001-2024089092,9092
117799,350,2024-09-18,Pensión Escolar - Setiembre 2024,B001-2024099092,9092
117800,350,2024-11-01,Pensión Escolar - Octubre 2024,B001-2024109092,9092
117801,350,2024-11-29,Pensión Escolar - Noviembre 2024,B001-2024119092,9092
117802,350,2024-12-26,Pensión Escolar - Diciembre 2024,B001-2024129092,9092
117803,350,2024-04-01,Pensión Escolar - Marzo 2024,B001-2024039234,9234
117804,350,2024-04-19,Pensión Escolar - Abril 2024,B001-2024049234,9234
117805,350,2024-05-31,Pensión Escolar - Mayo 2024,B001-2024059234,9234
117806,350,2024-07-01,Pensión Escolar - Junio 2024,B001-2024069234,9234
117807,350,2024-07-25,Pensión Escolar - Julio 2024,B001-2024079234,9234
117808,350,2024-08-28,Pensión Escolar - Agosto 2024,B001-2024089234,9234
117809,350,2024-09-18,Pensión Escolar - Setiembre 2024,B001-2024099234,9234
117810,350,2024-11-01,Pensión Escolar - Octubre 2024,B001-2024109234,9234
117811,350,2024-11-29,Pensión Escolar - Noviembre 2024,B001-2024119234,9234
117812,350,2024-12-27,Pensión Escolar - Diciembre 2024,B001-2024129234,9234
117813,350,2024-03-26,Pensión Escolar - Marzo 2024,B001-2024039319,9319
117814,350,2024-04-26,Pensión Escolar - Abril 2024,B001-2024049319,9319
117815,350,2024-05-24,Pensión Escolar - Mayo 2024,B001-2024059319,9319
117816,350,2024-06-21,Pensión Escolar - Junio 2024,B001-2024069319,9319
117817,350,2024-08-02,Pensión Escolar - Julio 2024,B001-2024079319,9319
117818,350,2024-08-28,Pensión Escolar - Agosto 2024,B001-2024089319,9319
117819,350,2024-09-25,Pensión Escolar - Setiembre 2024,B001-2024099319,9319
117820,350,2024-10-25,Pensión Escolar - Octubre 2024,B001-2024109319,9319
117821,350,2024-11-27,Pensión Escolar - Noviembre 2024,B001-2024119319,9319
117822,350,2024-12-27,Pensión Escolar - Diciembre 2024,B001-2024129319,9319
117823,350,2024-03-22,Pensión Escolar - Marzo 2024,B001-2024039130,9130
117824,350,2024-05-02,Pensión Escolar - Abril 2024,B001-2024049130,9130
117825,350,2024-05-17,Pensión Escolar - Mayo 2024,B001-2024059130,9130
117826,350,2024-06-24,Pensión Escolar - Junio 2024,B001-2024069130,9130
117827,350,2024-08-01,Pensión Escolar - Julio 2024,B001-2024079130,9130
117828,350,2024-08-20,Pensión Escolar - Agosto 2024,B001-2024089130,9130
117829,350,2024-09-27,Pensión Escolar - Setiembre 2024,B001-2024099130,9130
117830,350,2024-10-29,Pensión Escolar - Octubre 2024,B001-2024109130,9130
117831,350,2024-11-29,Pensión Escolar - Noviembre 2024,B001-2024119130,9130
117832,350,2024-12-30,Pensión Escolar - Diciembre 2024,B001-2024129130,9130
117833,350,2024-03-22,Pensión Escolar - Marzo 2024,B001-2024039054,9054
117834,350,2024-04-23,Pensión Escolar - Abril 2024,B001-2024049054,9054
117835,350,2024-05-29,Pensión Escolar - Mayo 2024,B001-2024059054,9054
117836,350,2024-06-28,Pensión Escolar - Junio 2024,B001-2024069054,9054
117837,350,2024-07-26,Pensión Escolar - Julio 2024,B001-2024079054,9054
117838,350,2024-08-30,Pensión Escolar - Agosto 2024,B001-2024089054,9054
117839,350,2024-10-02,Pensión Escolar - Setiembre 2024,B001-2024099054,9054
117840,350,2024-11-01,Pensión Escolar - Octubre 2024,B001-2024109054,9054
117841,350,2024-11-22,Pensión Escolar - Noviembre 2024,B001-2024119054,9054
117842,350,2025-01-02,Pensión Escolar - Diciembre 2024,B001-2024129054,9054
117843,350,2024-03-26,Pensión Escolar - Marzo 2024,B001-2024039111,9111
117844,350,2024-04-22,Pensión Escolar - Abril 2024,B001-2024049111,9111
117845,350,2024-05-24,Pensión Escolar - Mayo 2024,B001-2024059111,9111
