id,periodo,monto,estado,estudiante_id
166446,Abril 2024,420,Pagado,9112
166447,Mayo 2024,420,Pagado,9112
166448,Junio 2024,420,Pagado,9112
166449,Julio 2024,420,Pagado,9112
166450,Agosto 2024,420,Pagado,9112
166451,Setiembre 2024,420,Pagado,9112
166452,Octubre 2024,420,Pagado,9112
166453,Noviembre 2024,420,Pagado,9112
166454,Diciembre 2024,420,Pagado,9112
166455,Marzo 2024,420,Pagado,9328
166456,Abril 2024,420,Pagado,9328
166457,Mayo 2024,420,Pagado,9328
166458,Junio 2024,420,Pagado,9328
166459,Julio 2024,420,Pagado,9328
166460,Agosto 2024,420,Pagado,9328
166461,Setiembre 2024,420,Pagado,9328
166462,Octubre 2024,420,Pagado,9328
166463,Noviembre 2024,420,Pagado,9328
166464,Diciembre 2024,420,Pagado,9328
166465,Marzo 2024,420,Pagado,9143
166466,Abril 2024,420,Pagado,9143
166467,Mayo 2024,420,Pagado,9143
166468,Junio 2024,420,Pagado,9143
166469,Julio 2024,420,Pagado,9143
166470,Agosto 2024,420,Pagado,9143
166471,Setiembre 2024,420,Pagado,9143
166472,Octubre 2024,420,Pagado,9143
166473,Noviembre 2024,420,Pagado,9143
166474,Diciembre 2024,420,Pagado,9143
166475,Marzo 2024,420,Pagado,8993
166476,Abril 2024,420,Pagado,8993
166477,Mayo 2024,420,Pagado,8993
166478,Junio 2024,420,Pagado,8993
166479,Julio 2024,420,Pagado,8993
166480,Agosto 2024,420,Pagado,8993
166481,Setiembre 2024,420,Pagado,8993
166482,Octubre 2024,420,Pagado,8993
166483,Noviembre 2024,420,Pagado,8993
166484,Diciembre 2024,420,Pagado,8993
166485,Marzo 2024,420,Pagado,9166
166486,Abril 2024,420,Pagado,9166
166487,Mayo 2024,420,Pagado,9166
166488,Junio 2024,420,Pagado,9166
166489,Julio 2024,420,Pagado,9166
166490,Agosto 2024,420,Pagado,9166
166491,Setiembre 2024,420,Pagado,9166
166492,Octubre 2024,420,Pagado,9166
166493,Noviembre 2024,420,Pagado,9166
166494,Diciembre 2024,420,Pagado,9166
166495,Marzo 2024,420,Pagado,9065
166496,Abril 2024,420,Pagado,9065
166497,Mayo 2024,420,Pagado,9065
166498,Junio 2024,420,Pagado,9065
166499,Julio 2024,420,Pagado,9065
166500,Agosto 2024,420,Pagado,9065
166501,Setiembre 2024,420,Pagado,9065
166502,Octubre 2024,420,Pagado,9065
166503,Noviembre 2024,420,Pagado,9065
166504,Diciembre 2024,420,Pagado,9065
166505,Marzo 2024,420,Pagado,9333
166506,Abril 2024,420,Pagado,9333
166507,Mayo 2024,420,Pagado,9333
166508,Junio 2024,420,Pagado,9333
166509,Julio 2024,420,Pagado,9333
166510,Agosto 2024,420,Pagado,9333
166511,Setiembre 2024,420,Pagado,9333
166512,Octubre 2024,420,Pagado,9333
166513,Noviembre 2024,420,Pagado,9333
166514,Diciembre 2024,420,Pagado,9333
166515,Marzo 2024,420,Vencido,9120
166516,Abril 2024,420,Pagado,9120
166517,Mayo 2024,420,Pagado,9120
166518,Junio 2024,420,Pagado,9120
166519,Julio 2024,420,Pagado,9120
166520,Agosto 2024,420,Pagado,9120
166521,Setiembre 2024,420,Pagado,9120
166522,Octubre 2024,420,Pagado,9120
166523,Noviembre 2024,420,Pagado,9120
166524,Diciembre 2024,420,Pagado,9120
166525,Marzo 2024,420,Pagado,8947
166526,Abril 2024,420,Pagado,8947
166527,Mayo 2024,420,Pagado,8947
166528,Junio 2024,420,Pagado,8947
166529,Julio 2024,420,Pagado,8947
166530,Agosto 2024,420,Pagado,8947
166531,Setiembre 2024,420,Pagado,8947
166532,Octubre 2024,420,Pagado,8947
166533,Noviembre 2024,420,Pagado,8947
166534,Diciembre 2024,420,Pagado,8947
166535,Marzo 2024,420,Pagado,9215
166536,Abril 2024,420,Pagado,9215
166537,Mayo 2024,420,Pagado,9215
166538,Junio 2024,420,Pagado,9215
166539,Julio 2024,420,Pagado,9215
166540,Agosto 2024,420,Pagado,9215
166541,Setiembre 2024,420,Pagado,9215
166542,Octubre 2024,420,Pagado,9215
166543,Noviembre 2024,420,Pagado,9215
166544,Diciembre 2024,420,Pagado,9215
166545,Marzo 2024,420,Pagado,8950
166546,Abril 2024,420,Pagado,8950
166547,Mayo 2024,420,Pagado,8950
166548,Junio 2024,420,Pagado,8950
166549,Julio 2024,420,Pagado,8950
166550,Agosto 2024,420,Vencido,8950
166551,Setiembre 2024,420,Pagado,8950
166552,Octubre 2024,420,Pagado,8950
166553,Noviembre 2024,420,Vencido,8950
166554,Diciembre 2024,420,Pagado,8950
166555,Marzo 2024,420,Pagado,9198
166556,Abril 2024,420,Pagado,9198
166557,Mayo 2024,420,Pagado,9198
166558,Junio 2024,420,Pagado,9198
166559,Julio 2024,420,Pagado,9198
166560,Agosto 2024,420,Pagado,9198
166561,Setiembre 2024,420,Pagado,9198
166562,Octubre 2024,420,Pagado,9198
166563,Noviembre 2024,420,Pagado,9198
166564,Diciembre 2024,420,Pagado,9198
166565,Marzo 2024,420,Pagado,9045
166566,Abril 2024,420,Pagado,9045
166567,Mayo 2024,420,Pagado,9045
166568,Junio 2024,420,Pagado,9045
166569,Julio 2024,420,Pagado,9045
166570,Agosto 2024,420,Pagado,9045
166571,Setiembre 2024,420,Pagado,9045
166572,Octubre 2024,420,Pagado,9045
166573,Noviembre 2024,420,Pagado,9045
166574,Diciembre 2024,420,Pagado,9045
166575,Marzo 2024,420,Pagado,9108
166576,Abril 2024,420,Pagado,9108
166577,Mayo 2024,420,Pagado,9108
166578,Junio 2024,420,Pagado,9108
166579,Julio 2024,420,Pagado,9108
166580,Agosto 2024,420,Pagado,9108
166581,Setiembre 2024,420,Pagado,9108
166582,Octubre 2024,420,Pagado,9108
166583,Noviembre 2024,420,Pagado,9108
166584,Diciembre 2024,420,Pagado,9108
166585,Marzo 2024,420,Pagado,9083
166586,Abril 2024,420,Pagado,9083
166587,Mayo 2024,420,Pagado,9083
166588,Junio 2024,420,Pagado,9083
166589,Julio 2024,420,Pagado,9083
166590,Agosto 2024,420,Pagado,9083
166591,Setiembre 2024,420,Pagado,9083
166592,Octubre 2024,420,Pagado,9083
166593,Noviembre 2024,420,Pagado,9083
166594,Diciembre 2024,420,Pagado,9083
166595,Marzo 2024,420,Pagado,9336
166596,Abril 2024,420,Pagado,9336
166597,Mayo 2024,420,Pagado,9336
166598,Junio 2024,420,Pagado,9336
166599,Julio 2024,420,Pagado,9336
166600,Agosto 2024,420,Pagado,9336
166601,Setiembre 2024,420,Pagado,9336
166602,Octubre 2024,420,Pagado,9336
166603,Noviembre 2024,420,Pagado,9336
166604,Diciembre 2024,420,Pagado,9336
166605,Marzo 2024,420,Pagado,9251
166606,Abril 2024,420,Pagado,9251
166607,Mayo 2024,420,Pagado,9251
166608,Junio 2024,420,Pagado,9251
166609,Julio 2024,420,Pagado,9251
166610,Agosto 2024,420,Pagado,9251
166611,Setiembre 2024,420,Pagado,9251
166612,Octubre 2024,420,Pagado,9251
166613,Noviembre 2024,420,Pagado,9251
166614,Diciembre 2024,420,Pagado,9251
166615,Marzo 2024,420,Pagado,9102
166616,Abril 2024,420,Pagado,9102
166617,Mayo 2024,420,Vencido,9102
166618,Junio 2024,420,Pagado,9102
166619,Julio 2024,420,Pagado,9102
166620,Agosto 2024,420,Pagado,9102
166621,Setiembre 2024,420,Pagado,9102
166622,Octubre 2024,420,Pagado,9102
166623,Noviembre 2024,420,Pagado,9102
166624,Diciembre 2024,420,Vencido,9102
166625,Marzo 2024,420,Pagado,9267
166626,Abril 2024,420,Pagado,9267
166627,Mayo 2024,420,Pagado,9267
166628,Junio 2024,420,Pagado,9267
166629,Julio 2024,420,Pagado,9267
166630,Agosto 2024,420,Pagado,9267
166631,Setiembre 2024,420,Pagado,9267
166632,Octubre 2024,420,Pagado,9267
166633,Noviembre 2024,420,Pagado,9267
166634,Diciembre 2024,420,Pagado,9267
166635,Marzo 2024,420,Pagado,9281
166636,Abril 2024,420,Pagado,9281
166637,Mayo 2024,420,Pagado,9281
166638,Junio 2024,420,Pagado,9281
166639,Julio 2024,420,Pagado,9281
166640,Agosto 2024,420,Pagado,9281
166641,Setiembre 2024,420,Pagado,9281
166642,Octubre 2024,420,Pagado,9281
166643,Noviembre 2024,420,Pagado,9281
166644,Diciembre 2024,420,Pagado,9281
166645,Marzo 2024,420,Pagado,9117
166646,Abril 2024,420,Pagado,9117
166647,Mayo 2024,420,Pagado,9117
166648,Junio 2024,420,Pagado,9117
166649,Julio 2024,420,Pagado,9117
166650,Agosto 2024,420,Pagado,9117
166651,Setiembre 2024,420,Pagado,9117
166652,Octubre 2024,420,Pagado,9117
166653,Noviembre 2024,420,Pagado,9117
166654,Diciembre 2024,420,Pagado,9117
166655,Marzo 2024,420,Pagado,9013
166656,Abril 2024,420,Pagado,9013
166657,Mayo 2024,420,Pagado,9013
166658,Junio 2024,420,Pagado,9013
166659,Julio 2024,420,Pagado,9013
166660,Agosto 2024,420,Pagado,9013
166661,Setiembre 2024,420,Pagado,9013
166662,Octubre 2024,420,Pagado,9013
166663,Noviembre 2024,420,Pagado,9013
166664,Diciembre 2024,420,Pagado,9013
166665,Marzo 2024,420,Pagado,9220
166666,Abril 2024,420,Pagado,9220
166667,Mayo 2024,420,Pagado,9220
166668,Junio 2024,420,Pagado,9220
166669,Julio 2024,420,Pagado,9220
166670,Agosto 2024,420,Pagado,9220
166671,Setiembre 2024,420,Pagado,9220
166672,Octubre 2024,420,Pagado,9220
166673,Noviembre 2024,420,Pagado,9220
166674,Diciembre 2024,420,Pagado,9220
166675,Marzo 2024,420,Pagado,9055
166676,Abril 2024,420,Pagado,9055
166677,Mayo 2024,420,Pagado,9055
166678,Junio 2024,420,Pagado,9055
166679,Julio 2024,420,Pagado,9055
166680,Agosto 2024,420,Pagado,9055
166681,Setiembre 2024,420,Pagado,9055
166682,Octubre 2024,420,Pagado,9055
166683,Noviembre 2024,420,Pagado,9055
166684,Diciembre 2024,420,Pagado,9055
166685,Marzo 2024,420,Pagado,9115
166686,Abril 2024,420,Pagado,9115
166687,Mayo 2024,420,Pagado,9115
166688,Junio 2024,420,Pagado,9115
166689,Julio 2024,420,Pagado,9115
166690,Agosto 2024,420,Pagado,9115
166691,Setiembre 2024,420,Pagado,9115
166692,Octubre 2024,420,Pagado,9115
166693,Noviembre 2024,420,Pagado,9115
166694,Diciembre 2024,420,Pagado,9115
166695,Marzo 2024,420,Pagado,8998
166696,Abril 2024,420,Pagado,8998
166697,Mayo 2024,420,Pagado,8998
166698,Junio 2024,420,Pagado,8998
166699,Julio 2024,420,Pagado,8998
166700,Agosto 2024,420,Pagado,8998
166701,Setiembre 2024,420,Pagado,8998
166702,Octubre 2024,420,Pagado,8998
166703,Noviembre 2024,420,Pagado,8998
166704,Diciembre 2024,420,Pagado,8998
166705,Marzo 2024,420,Pagado,8969
166706,Abril 2024,420,Pagado,8969
166707,Mayo 2024,420,Vencido,8969
166708,Junio 2024,420,Pagado,8969
166709,Julio 2024,420,Pagado,8969
166710,Agosto 2024,420,Pagado,8969
166711,Setiembre 2024,420,Pagado,8969
166712,Octubre 2024,420,Pagado,8969
166713,Noviembre 2024,420,Pagado,8969
166714,Diciembre 2024,420,Pagado,8969
166715,Marzo 2024,420,Pagado,9027
166716,Abril 2024,420,Pagado,9027
166717,Mayo 2024,420,Pagado,9027
166718,Junio 2024,420,Pagado,9027
166719,Julio 2024,420,Pagado,9027
166720,Agosto 2024,420,Pagado,9027
166721,Setiembre 2024,420,Pagado,9027
166722,Octubre 2024,420,Pagado,9027
166723,Noviembre 2024,420,Pagado,9027
166724,Diciembre 2024,420,Pagado,9027
166725,Marzo 2024,420,Pagado,9308
166726,Abril 2024,420,Pagado,9308
166727,Mayo 2024,420,Pagado,9308
166728,Junio 2024,420,Pagado,9308
166729,Julio 2024,420,Pagado,9308
166730,Agosto 2024,420,Pagado,9308
166731,Setiembre 2024,420,Pagado,9308
166732,Octubre 2024,420,Pagado,9308
166733,Noviembre 2024,420,Pagado,9308
166734,Diciembre 2024,420,Pagado,9308
166735,Marzo 2024,420,Pagado,9270
166736,Abril 2024,420,Pagado,9270
166737,Mayo 2024,420,Pagado,9270
166738,Junio 2024,420,Pagado,9270
166739,Julio 2024,420,Pagado,9270
166740,Agosto 2024,420,Pagado,9270
166741,Setiembre 2024,420,Pagado,9270
166742,Octubre 2024,420,Pagado,9270
166743,Noviembre 2024,420,Pagado,9270
166744,Diciembre 2024,420,Pagado,9270
166745,Marzo 2024,420,Pagado,9138
166746,Abril 2024,420,Pagado,9138
166747,Mayo 2024,420,Pagado,9138
166748,Junio 2024,420,Vencido,9138
166749,Julio 2024,420,Pagado,9138
166750,Agosto 2024,420,Pagado,9138
166751,Setiembre 2024,420,Pagado,9138
166752,Octubre 2024,420,Pagado,9138
166753,Noviembre 2024,420,Pagado,9138
166754,Diciembre 2024,420,Pagado,9138
166755,Marzo 2024,420,Pagado,9304
166756,Abril 2024,420,Pagado,9304
166757,Mayo 2024,420,Pagado,9304
166758,Junio 2024,420,Pagado,9304
166759,Julio 2024,420,Pagado,9304
166760,Agosto 2024,420,Pagado,9304
166761,Setiembre 2024,420,Pagado,9304
166762,Octubre 2024,420,Pagado,9304
166763,Noviembre 2024,420,Pagado,9304
166764,Diciembre 2024,420,Pagado,9304
166765,Marzo 2024,420,Pagado,8971
166766,Abril 2024,420,Pagado,8971
166767,Mayo 2024,420,Pagado,8971
166768,Junio 2024,420,Pagado,8971
166769,Julio 2024,420,Pagado,8971
166770,Agosto 2024,420,Pagado,8971
166771,Setiembre 2024,420,Pagado,8971
166772,Octubre 2024,420,Pagado,8971
166773,Noviembre 2024,420,Pagado,8971
166774,Diciembre 2024,420,Pagado,8971
166775,Marzo 2024,420,Pagado,9134
166776,Abril 2024,420,Pagado,9134
166777,Mayo 2024,420,Pagado,9134
166778,Junio 2024,420,Pagado,9134
166779,Julio 2024,420,Pagado,9134
166780,Agosto 2024,420,Pagado,9134
166781,Setiembre 2024,420,Pagado,9134
166782,Octubre 2024,420,Pagado,9134
166783,Noviembre 2024,420,Pagado,9134
166784,Diciembre 2024,420,Pagado,9134
166785,Marzo 2024,420,Pagado,9011
166786,Abril 2024,420,Pagado,9011
166787,Mayo 2024,420,Pagado,9011
166788,Junio 2024,420,Pagado,9011
166789,Julio 2024,420,Pagado,9011
166790,Agosto 2024,420,Pagado,9011
166791,Setiembre 2024,420,Pagado,9011
166792,Octubre 2024,420,Pagado,9011
166793,Noviembre 2024,420,Pagado,9011
166794,Diciembre 2024,420,Pagado,9011
166795,Marzo 2024,420,Pagado,9039
166796,Abril 2024,420,Pagado,9039
166797,Mayo 2024,420,Pagado,9039
166798,Junio 2024,420,Pagado,9039
166799,Julio 2024,420,Pagado,9039
166800,Agosto 2024,420,Pagado,9039
166801,Setiembre 2024,420,Pagado,9039
166802,Octubre 2024,420,Pagado,9039
166803,Noviembre 2024,420,Pagado,9039
166804,Diciembre 2024,420,Pagado,9039
166805,Marzo 2024,420,Pagado,9075
166806,Abril 2024,420,Pagado,9075
166807,Mayo 2024,420,Pagado,9075
166808,Junio 2024,420,Pagado,9075
166809,Julio 2024,420,Pagado,9075
166810,Agosto 2024,420,Vencido,9075
166811,Setiembre 2024,420,Pagado,9075
166812,Octubre 2024,420,Pagado,9075
166813,Noviembre 2024,420,Pagado,9075
166814,Diciembre 2024,420,Pagado,9075
166815,Marzo 2024,420,Pagado,9072
166816,Abril 2024,420,Pagado,9072
166817,Mayo 2024,420,Pagado,9072
166818,Junio 2024,420,Pagado,9072
166819,Julio 2024,420,Pagado,9072
166820,Agosto 2024,420,Pagado,9072
166821,Setiembre 2024,420,Pagado,9072
166822,Octubre 2024,420,Pagado,9072
166823,Noviembre 2024,420,Pagado,9072
166824,Diciembre 2024,420,Pagado,9072
166825,Marzo 2024,420,Pagado,9184
166826,Abril 2024,420,Pagado,9184
166827,Mayo 2024,420,Vencido,9184
166828,Junio 2024,420,Pagado,9184
166829,Julio 2024,420,Pagado,9184
166830,Agosto 2024,420,Pagado,9184
166831,Setiembre 2024,420,Pagado,9184
166832,Octubre 2024,420,Pagado,9184
166833,Noviembre 2024,420,Pagado,9184
166834,Diciembre 2024,420,Pagado,9184
166835,Marzo 2024,420,Pagado,9016
166836,Abril 2024,420,Pagado,9016
166837,Mayo 2024,420,Pagado,9016
166838,Junio 2024,420,Pagado,9016
166839,Julio 2024,420,Pagado,9016
166840,Agosto 2024,420,Pagado,9016
166841,Setiembre 2024,420,Pagado,9016
166842,Octubre 2024,420,Pagado,9016
166843,Noviembre 2024,420,Pagado,9016
166844,Diciembre 2024,420,Pagado,9016
166845,Marzo 2024,420,Pagado,9041
166846,Abril 2024,420,Pagado,9041
166847,Mayo 2024,420,Pagado,9041
166848,Junio 2024,420,Pagado,9041
166849,Julio 2024,420,Pagado,9041
166850,Agosto 2024,420,Pagado,9041
166851,Setiembre 2024,420,Pagado,9041
166852,Octubre 2024,420,Pagado,9041
166853,Noviembre 2024,420,Pagado,9041
166854,Diciembre 2024,420,Pagado,9041
166855,Marzo 2024,420,Pagado,9208
166856,Abril 2024,420,Pagado,9208
166857,Mayo 2024,420,Pagado,9208
166858,Junio 2024,420,Pagado,9208
166859,Julio 2024,420,Pagado,9208
166860,Agosto 2024,420,Pagado,9208
166861,Setiembre 2024,420,Pagado,9208
166862,Octubre 2024,420,Pagado,9208
166863,Noviembre 2024,420,Pagado,9208
166864,Diciembre 2024,420,Pagado,9208
166865,Marzo 2024,420,Pagado,9275
166866,Abril 2024,420,Pagado,9275
166867,Mayo 2024,420,Pagado,9275
166868,Junio 2024,420,Pagado,9275
166869,Julio 2024,420,Pagado,9275
166870,Agosto 2024,420,Pagado,9275
166871,Setiembre 2024,420,Pagado,9275
166872,Octubre 2024,420,Pagado,9275
166873,Noviembre 2024,420,Pagado,9275
166874,Diciembre 2024,420,Pagado,9275
166875,Marzo 2024,420,Pagado,9239
166876,Abril 2024,420,Pagado,9239
166877,Mayo 2024,420,Pagado,9239
166878,Junio 2024,420,Pagado,9239
166879,Julio 2024,420,Pagado,9239
166880,Agosto 2024,420,Pagado,9239
166881,Setiembre 2024,420,Pagado,9239
166882,Octubre 2024,420,Pagado,9239
166883,Noviembre 2024,420,Vencido,9239
166884,Diciembre 2024,420,Pagado,9239
166885,Marzo 2024,420,Pagado,9173
166886,Abril 2024,420,Pagado,9173
166887,Mayo 2024,420,Pagado,9173
166888,Junio 2024,420,Pagado,9173
166889,Julio 2024,420,Pagado,9173
166890,Agosto 2024,420,Pagado,9173
166891,Setiembre 2024,420,Pagado,9173
166892,Octubre 2024,420,Pagado,9173
166893,Noviembre 2024,420,Pagado,9173
166894,Diciembre 2024,420,Pagado,9173
166895,Marzo 2024,420,Pagado,9289
166896,Abril 2024,420,Pagado,9289
166897,Mayo 2024,420,Pagado,9289
166898,Junio 2024,420,Pagado,9289
166899,Julio 2024,420,Pagado,9289
166900,Agosto 2024,420,Pagado,9289
166901,Setiembre 2024,420,Pagado,9289
166902,Octubre 2024,420,Pagado,9289
166903,Noviembre 2024,420,Pagado,9289
166904,Diciembre 2024,420,Pagado,9289
166905,Marzo 2024,420,Pagado,9172
166906,Abril 2024,420,Pagado,9172
166907,Mayo 2024,420,Pagado,9172
166908,Junio 2024,420,Pagado,9172
166909,Julio 2024,420,Pagado,9172
166910,Agosto 2024,420,Pagado,9172
166911,Setiembre 2024,420,Pagado,9172
166912,Octubre 2024,420,Pagado,9172
166913,Noviembre 2024,420,Pagado,9172
166914,Diciembre 2024,420,Pagado,9172
166915,Marzo 2024,420,Pagado,9110
166916,Abril 2024,420,Pagado,9110
166917,Mayo 2024,420,Pagado,9110
166918,Junio 2024,420,Pagado,9110
166919,Julio 2024,420,Pagado,9110
166920,Agosto 2024,420,Pagado,9110
166921,Setiembre 2024,420,Pagado,9110
166922,Octubre 2024,420,Pagado,9110
166923,Noviembre 2024,420,Pagado,9110
166924,Diciembre 2024,420,Pagado,9110
166925,Marzo 2024,420,Pagado,9236
166926,Abril 2024,420,Pagado,9236
166927,Mayo 2024,420,Pagado,9236
166928,Junio 2024,420,Pagado,9236
166929,Julio 2024,420,Pagado,9236
166930,Agosto 2024,420,Pagado,9236
166931,Setiembre 2024,420,Pagado,9236
166932,Octubre 2024,420,Pagado,9236
166933,Noviembre 2024,420,Pagado,9236
166934,Diciembre 2024,420,Pagado,9236
166935,Marzo 2024,420,Pagado,9337
166936,Abril 2024,420,Pagado,9337
166937,Mayo 2024,420,Pagado,9337
166938,Junio 2024,420,Pagado,9337
166939,Julio 2024,420,Pagado,9337
166940,Agosto 2024,420,Pagado,9337
166941,Setiembre 2024,420,Pagado,9337
166942,Octubre 2024,420,Pagado,9337
166943,Noviembre 2024,420,Pagado,9337
166944,Diciembre 2024,420,Pagado,9337
166945,Marzo 2024,420,Pagado,9165
166946,Abril 2024,420,Pagado,9165
166947,Mayo 2024,420,Pagado,9165
166948,Junio 2024,420,Pagado,9165
166949,Julio 2024,420,Pagado,9165
166950,Agosto 2024,420,Pagado,9165
166951,Setiembre 2024,420,Pagado,9165
166952,Octubre 2024,420,Pagado,9165
166953,Noviembre 2024,420,Pagado,9165
166954,Diciembre 2024,420,Pagado,9165
166955,Marzo 2024,420,Pagado,8951
166956,Abril 2024,420,Pagado,8951
166957,Mayo 2024,420,Pagado,8951
166958,Junio 2024,420,Pagado,8951
166959,Julio 2024,420,Pagado,8951
166960,Agosto 2024,420,Pagado,8951
166961,Setiembre 2024,420,Pagado,8951
166962,Octubre 2024,420,Pagado,8951
166963,Noviembre 2024,420,Pagado,8951
166964,Diciembre 2024,420,Pagado,8951
166965,Marzo 2024,420,Pagado,9191
166966,Abril 2024,420,Pagado,9191
166967,Mayo 2024,420,Pagado,9191
166968,Junio 2024,420,Pagado,9191
166969,Julio 2024,420,Pagado,9191
166970,Agosto 2024,420,Pagado,9191
166971,Setiembre 2024,420,Pagado,9191
166972,Octubre 2024,420,Pagado,9191
166973,Noviembre 2024,420,Pagado,9191
166974,Diciembre 2024,420,Pagado,9191
166975,Marzo 2024,420,Pagado,9282
166976,Abril 2024,420,Pagado,9282
166977,Mayo 2024,420,Pagado,9282
166978,Junio 2024,420,Pagado,9282
166979,Julio 2024,420,Pagado,9282
166980,Agosto 2024,420,Pagado,9282
166981,Setiembre 2024,420,Pagado,9282
166982,Octubre 2024,420,Pagado,9282
166983,Noviembre 2024,420,Pagado,9282
166984,Diciembre 2024,420,Pagado,9282
166985,Marzo 2024,420,Pagado,9028
166986,Abril 2024,420,Pagado,9028
166987,Mayo 2024,420,Pagado,9028
166988,Junio 2024,420,Pagado,9028
166989,Julio 2024,420,Pagado,9028
166990,Agosto 2024,420,Pagado,9028
166991,Setiembre 2024,420,Pagado,9028
166992,Octubre 2024,420,Pagado,9028
166993,Noviembre 2024,420,Pagado,9028
166994,Diciembre 2024,420,Pagado,9028
166995,Marzo 2024,420,Pagado,8987
166996,Abril 2024,420,Pagado,8987
166997,Mayo 2024,420,Pagado,8987
166998,Junio 2024,420,Pagado,8987
166999,Julio 2024,420,Pagado,8987
167000,Agosto 2024,420,Pagado,8987
167001,Setiembre 2024,420,Pagado,8987
167002,Octubre 2024,420,Pagado,8987
167003,Noviembre 2024,420,Pagado,8987
167004,Diciembre 2024,420,Pagado,8987
167005,Marzo 2024,420,Pagado,9168
167006,Abril 2024,420,Pagado,9168
167007,Mayo 2024,420,Pagado,9168
167008,Junio 2024,420,Pagado,9168
167009,Julio 2024,420,Pagado,9168
167010,Agosto 2024,420,Pagado,9168
167011,Setiembre 2024,420,Pagado,9168
167012,Octubre 2024,420,Pagado,9168
167013,Noviembre 2024,420,Pagado,9168
167014,Diciembre 2024,420,Pagado,9168
167015,Marzo 2024,420,Pagado,9298
167016,Abril 2024,420,Pagado,9298
167017,Mayo 2024,420,Pagado,9298
167018,Junio 2024,420,Pagado,9298
167019,Julio 2024,420,Pagado,9298
167020,Agosto 2024,420,Pagado,9298
167021,Setiembre 2024,420,Pagado,9298
167022,Octubre 2024,420,Pagado,9298
167023,Noviembre 2024,420,Pagado,9298
167024,Diciembre 2024,420,Pagado,9298
167025,Marzo 2024,420,Pagado,9017
167026,Abril 2024,420,Pagado,9017
167027,Mayo 2024,420,Pagado,9017
167028,Junio 2024,420,Pagado,9017
167029,Julio 2024,420,Pagado,9017
167030,Agosto 2024,420,Pagado,9017
167031,Setiembre 2024,420,Pagado,9017
167032,Octubre 2024,420,Pagado,9017
167033,Noviembre 2024,420,Pagado,9017
167034,Diciembre 2024,420,Pagado,9017
167035,Marzo 2024,420,Pagado,9062
167036,Abril 2024,420,Pagado,9062
167037,Mayo 2024,420,Pagado,9062
167038,Junio 2024,420,Pagado,9062
167039,Julio 2024,420,Pagado,9062
167040,Agosto 2024,420,Pagado,9062
167041,Setiembre 2024,420,Pagado,9062
167042,Octubre 2024,420,Pagado,9062
167043,Noviembre 2024,420,Pagado,9062
167044,Diciembre 2024,420,Pagado,9062
167045,Marzo 2024,420,Pagado,9128
167046,Abril 2024,420,Pagado,9128
167047,Mayo 2024,420,Pagado,9128
167048,Junio 2024,420,Pagado,9128
167049,Julio 2024,420,Pagado,9128
167050,Agosto 2024,420,Pagado,9128
167051,Setiembre 2024,420,Pagado,9128
167052,Octubre 2024,420,Pagado,9128
167053,Noviembre 2024,420,Pagado,9128
167054,Diciembre 2024,420,Pagado,9128
167055,Marzo 2024,420,Pagado,9169
167056,Abril 2024,420,Pagado,9169
167057,Mayo 2024,420,Pagado,9169
167058,Junio 2024,420,Pagado,9169
167059,Julio 2024,420,Pagado,9169
167060,Agosto 2024,420,Pagado,9169
167061,Setiembre 2024,420,Pagado,9169
167062,Octubre 2024,420,Pagado,9169
167063,Noviembre 2024,420,Pagado,9169
167064,Diciembre 2024,420,Pagado,9169
167065,Marzo 2024,420,Pagado,8957
167066,Abril 2024,420,Pagado,8957
167067,Mayo 2024,420,Pagado,8957
167068,Junio 2024,420,Pagado,8957
167069,Julio 2024,420,Vencido,8957
167070,Agosto 2024,420,Pagado,8957
167071,Setiembre 2024,420,Pagado,8957
167072,Octubre 2024,420,Pagado,8957
167073,Noviembre 2024,420,Pagado,8957
167074,Diciembre 2024,420,Pagado,8957
167075,Marzo 2024,420,Pagado,9059
167076,Abril 2024,420,Pagado,9059
167077,Mayo 2024,420,Pagado,9059
167078,Junio 2024,420,Pagado,9059
167079,Julio 2024,420,Pagado,9059
167080,Agosto 2024,420,Pagado,9059
167081,Setiembre 2024,420,Pagado,9059
167082,Octubre 2024,420,Pagado,9059
167083,Noviembre 2024,420,Pagado,9059
167084,Diciembre 2024,420,Pagado,9059
167085,Marzo 2024,420,Pagado,8978
167086,Abril 2024,420,Pagado,8978
167087,Mayo 2024,420,Pagado,8978
167088,Junio 2024,420,Pagado,8978
167089,Julio 2024,420,Pagado,8978
167090,Agosto 2024,420,Pagado,8978
167091,Setiembre 2024,420,Pagado,8978
167092,Octubre 2024,420,Pagado,8978
167093,Noviembre 2024,420,Pagado,8978
167094,Diciembre 2024,420,Pagado,8978
167095,Marzo 2024,420,Pagado,9064
167096,Abril 2024,420,Pagado,9064
167097,Mayo 2024,420,Pagado,9064
167098,Junio 2024,420,Pagado,9064
167099,Julio 2024,420,Pagado,9064
167100,Agosto 2024,420,Pagado,9064
167101,Setiembre 2024,420,Pagado,9064
167102,Octubre 2024,420,Pagado,9064
167103,Noviembre 2024,420,Pagado,9064
167104,Diciembre 2024,420,Pagado,9064
167105,Marzo 2024,420,Pagado,9196
167106,Abril 2024,420,Pagado,9196
167107,Mayo 2024,420,Pagado,9196
167108,Junio 2024,420,Pagado,9196
167109,Julio 2024,420,Pagado,9196
167110,Agosto 2024,420,Pagado,9196
